,model_features,model_depth,mean_mae,std_mae
517,18,8,134.27463128980747,13.055686093285008
518,18,9,111.31951295385129,11.026775645666497
519,18,10,92.25023873573981,10.150730289277082
520,18,11,76.18503470772228,8.740701575581115
521,18,12,63.0329695130544,7.714290430407256
522,18,13,53.95445455182089,7.2674088582279035
523,18,14,46.43472139860529,6.2495894248685335
524,18,15,40.76008953356327,5.808233302966316
525,18,16,37.33970430242282,5.739237394070595
526,18,17,34.23284851280309,5.750521925504812
527,18,18,32.5691654162591,6.20605175228663
528,18,19,31.36480706894482,6.229803228135203
529,18,20,30.34423744145905,6.258578753014415
530,18,21,29.4535424859887,6.423753075679682
531,18,22,29.52965608900775,5.835200100047804
532,18,23,29.563690159883315,5.592211153313333
533,18,24,29.183976545569283,6.444976147746931
534,18,25,29.350410590832347,6.10125402019761
535,18,26,29.242965792120692,6.38944273588193
536,18,27,28.656111058039365,6.137882083373195
537,18,28,28.839282816946394,6.108510454239009
538,18,29,28.915175487940623,6.346161089021429
539,18,30,28.77913940512035,5.961170791357879
540,19,1,301.7693756207669,35.29076413092964
541,19,2,282.60268616843706,33.95465127526254
542,19,3,252.00250387475535,25.58938796876243
543,19,4,227.47091400464143,21.422092299315352
544,19,5,209.50655697166957,19.846727765902816
545,19,6,187.40709820168107,18.29841119287856
546,19,7,161.97130469118346,16.189485674931934
547,19,8,136.3622908326065,14.275454847793023
548,19,9,113.7824498547302,12.5174055208358
549,19,10,93.65436578012518,10.448437881444201
550,19,11,76.91293581145081,9.497923635895873
551,19,12,64.1826056341325,8.26914555084822
552,19,13,53.917083932735956,7.673332370072418
553,19,14,46.42537695369047,7.696695002690739
554,19,15,40.96611833043518,6.0811320826088044
555,19,16,37.37394582423844,6.235958902414277
556,19,17,33.857515157170454,6.5746030587794255
557,19,18,32.38623852117493,6.170517114748028
558,19,19,31.24852357711228,5.930321190490253
559,19,20,30.37008709910335,5.4869583650174025
560,19,21,30.168397597319437,6.313794523623247
561,19,22,29.420170413740134,6.259452163291107
562,19,23,29.20975999516911,5.438898994472011
563,19,24,28.868615295303226,5.986326804328589
564,19,25,29.16962774585661,5.856508517450787
565,19,26,29.200247136196293,5.92447608723507
566,19,27,29.25729840673399,5.534484673899531
567,19,28,29.293743707919173,5.846450342715843
568,19,29,28.98778463222331,5.941257094093718
569,19,30,29.195455360654528,5.967303179044579
570,20,1,301.41848958352443,35.081388570169054
571,20,2,282.52525737112364,34.22962892786288
572,20,3,252.3225821073422,25.071080205879912
573,20,4,227.84257979926605,21.404295130374965
574,20,5,209.9220801106789,19.91314438624342
575,20,6,188.6405438260282,17.94207747754955
576,20,7,162.05079889561472,15.842720284228848
577,20,8,136.24554891368751,14.005899216435418
578,20,9,113.17585900051513,11.871811421759256
579,20,10,92.261032727564,10.836175588993903
580,20,11,76.82034407255948,9.892038389726906
581,20,12,64.1202399532892,8.109827969555258
582,20,13,53.99659814457682,7.489611567285716
583,20,14,46.04346498440897,6.969873511459501
584,20,15,41.25322130383323,6.741390459052867
585,20,16,37.41349616018131,6.174348269511403
586,20,17,34.77191764887603,6.131768076138785
587,20,18,32.50724633817181,6.062177998482992
588,20,19,31.25250923397431,6.671135537185995
589,20,20,30.38338537856897,6.151969586271789
590,20,21,29.600692958103004,6.255375758956832
591,20,22,29.281037328875744,6.390069718109844
592,20,23,29.405443171406823,6.128602978270127
593,20,24,28.80982196594823,6.389384258278294
594,20,25,29.120326275866507,5.792577281918306
595,20,26,29.394881534008384,6.129161262816298
596,20,27,29.390347387069916,6.290529141796733
597,20,28,29.24152451673691,6.315660023796769
598,20,29,29.313680117856098,6.080405845443956
599,20,30,29.666441855300427,6.169314299575493
