,fipsCode,housing_cluster,econ_cluster
0,48015,0,0.0
1,48015,0,0.0
2,48015,0,0.0
3,48037,0,0.0
4,48039,0,0.0
5,48039,0,0.0
6,48039,0,0.0
7,48039,0,0.0
8,48039,0,0.0
9,48071,0,0.0
10,48071,0,0.0
11,48071,0,0.0
12,48071,0,0.0
13,48157,0,0.0
14,48157,0,0.0
15,48157,0,0.0
16,48157,0,0.0
17,48167,0,0.0
18,48167,0,0.0
19,48167,0,0.0
20,48167,0,0.0
21,48167,0,0.0
22,48201,1,0.0
23,48201,1,0.0
24,48201,1,0.0
25,48201,1,0.0
26,48239,0,0.0
27,48239,0,0.0
28,48239,0,0.0
29,48241,0,0.0
30,48241,0,0.0
31,48241,0,0.0
32,48241,0,0.0
33,48245,0,0.0
34,48245,0,0.0
35,48245,0,0.0
36,48245,0,0.0
37,48291,0,0.0
38,48291,0,0.0
39,48291,0,0.0
40,48291,0,0.0
41,48321,0,0.0
42,48321,0,0.0
43,48321,0,0.0
44,48321,0,0.0
45,48339,0,0.0
46,48339,0,0.0
47,48339,0,0.0
48,48339,0,0.0
49,48347,0,0.0
50,48347,0,0.0
51,48347,0,0.0
52,48361,0,0.0
53,48361,0,0.0
54,48361,0,0.0
55,48361,0,0.0
56,48373,0,0.0
57,48373,0,0.0
58,48373,0,0.0
59,48373,0,0.0
60,48407,0,0.0
61,48407,0,0.0
62,48407,0,0.0
63,48407,0,0.0
64,48419,0,0.0
65,48419,0,0.0
66,48419,0,0.0
67,48455,0,0.0
68,48455,0,0.0
69,48455,0,0.0
70,48471,0,0.0
71,48471,0,0.0
72,48471,0,0.0
73,48471,0,0.0
74,48473,0,0.0
75,48473,0,0.0
76,48473,0,0.0
77,48481,0,0.0
78,48481,0,0.0
79,12009,0,0.0
80,12009,0,0.0
81,12009,0,0.0
82,12009,0,0.0
83,12009,0,0.0
84,12009,0,0.0
85,12009,0,0.0
86,12009,0,0.0
87,12009,0,0.0
88,12009,0,0.0
89,12035,0,0.0
90,12035,0,0.0
91,12035,0,0.0
92,12035,0,0.0
93,12035,0,0.0
94,12035,0,0.0
95,12035,0,0.0
96,12035,0,0.0
97,12035,0,0.0
98,12069,0,0.0
99,12069,0,0.0
100,12069,0,0.0
101,12069,0,0.0
102,12069,0,0.0
103,12069,0,0.0
104,12069,0,0.0
105,12069,0,0.0
106,12107,0,0.0
107,12107,0,0.0
108,12107,0,0.0
109,12107,0,0.0
110,12107,0,0.0
111,12107,0,0.0
112,12107,0,0.0
113,12107,0,0.0
114,12109,0,0.0
115,12109,0,0.0
116,12109,0,0.0
117,12109,0,0.0
118,12109,0,0.0
119,12109,0,0.0
120,12109,0,0.0
121,12109,0,0.0
122,12109,0,0.0
123,12127,0,0.0
124,12127,0,0.0
125,12127,0,0.0
126,12127,0,0.0
127,12127,0,0.0
128,12127,0,0.0
129,12127,0,0.0
130,12127,0,0.0
131,12127,0,0.0
132,45019,0,0.0
133,45019,0,0.0
134,45019,0,0.0
135,45043,0,0.0
136,45043,0,0.0
137,45043,0,0.0
138,45043,0,0.0
139,45051,0,0.0
140,45051,0,0.0
141,45051,0,0.0
142,45051,0,0.0
143,12015,0,0.0
144,12015,0,0.0
145,12015,0,0.0
146,12015,0,0.0
147,12015,0,0.0
148,12015,0,0.0
149,12015,0,0.0
150,12015,0,0.0
151,12021,0,0.0
152,12021,0,0.0
153,12021,0,0.0
154,12021,0,0.0
155,12021,0,0.0
156,12021,0,0.0
157,12027,0,0.0
158,12027,0,0.0
159,12027,0,0.0
160,12027,0,0.0
161,12027,0,0.0
162,12027,0,0.0
163,12027,0,0.0
164,12043,0,0.0
165,12043,0,0.0
166,12043,0,0.0
167,12043,0,0.0
168,12043,0,0.0
169,12043,0,0.0
170,12043,0,0.0
171,12049,0,0.0
172,12049,0,0.0
173,12049,0,0.0
174,12049,0,0.0
175,12049,0,0.0
176,12049,0,0.0
177,12051,0,0.0
178,12051,0,0.0
179,12051,0,0.0
180,12051,0,0.0
181,12051,0,0.0
182,12051,0,0.0
183,12051,0,0.0
184,12055,0,0.0
185,12055,0,0.0
186,12055,0,0.0
187,12055,0,0.0
188,12055,0,0.0
189,12055,0,0.0
190,12055,0,0.0
191,12057,0,0.0
192,12057,0,0.0
193,12057,0,0.0
194,12057,0,0.0
195,12057,0,0.0
196,12057,0,0.0
197,12057,0,0.0
198,12057,0,0.0
199,12071,0,0.0
200,12071,0,0.0
201,12071,0,0.0
202,12071,0,0.0
203,12071,0,0.0
204,12071,0,0.0
205,12071,0,0.0
206,12071,0,0.0
207,12081,0,0.0
208,12081,0,0.0
209,12081,0,0.0
210,12081,0,0.0
211,12081,0,0.0
212,12081,0,0.0
213,12081,0,0.0
214,12081,0,0.0
215,12081,0,0.0
216,12081,0,0.0
217,12087,0,0.0
218,12087,0,0.0
219,12087,0,0.0
220,12087,0,0.0
221,12087,0,0.0
222,12093,0,0.0
223,12093,0,0.0
224,12093,0,0.0
225,12093,0,0.0
226,12093,0,0.0
227,12093,0,0.0
228,12093,0,0.0
229,12093,0,0.0
230,12095,0,0.0
231,12095,0,0.0
232,12095,0,0.0
233,12095,0,0.0
234,12095,0,0.0
235,12095,0,0.0
236,12095,0,0.0
237,12097,0,0.0
238,12097,0,0.0
239,12097,0,0.0
240,12097,0,0.0
241,12097,0,0.0
242,12097,0,0.0
243,12097,0,0.0
244,12099,1,0.0
245,12099,1,0.0
246,12099,1,0.0
247,12099,1,0.0
248,12099,1,0.0
249,12099,1,0.0
250,12099,1,0.0
251,12101,0,0.0
252,12101,0,0.0
253,12101,0,0.0
254,12101,0,0.0
255,12101,0,0.0
256,12101,0,0.0
257,12101,0,0.0
258,12101,0,0.0
259,12101,0,0.0
260,12101,0,0.0
261,12103,0,0.0
262,12103,0,0.0
263,12103,0,0.0
264,12103,0,0.0
265,12103,0,0.0
266,12103,0,0.0
267,12103,0,0.0
268,12103,0,0.0
269,12105,0,0.0
270,12105,0,0.0
271,12105,0,0.0
272,12105,0,0.0
273,12105,0,0.0
274,12105,0,0.0
275,12105,0,0.0
276,12115,0,0.0
277,12115,0,0.0
278,12115,0,0.0
279,12115,0,0.0
280,12115,0,0.0
281,12115,0,0.0
282,12115,0,0.0
283,12115,0,0.0
284,12117,0,0.0
285,12117,0,0.0
286,12117,0,0.0
287,12117,0,0.0
288,12117,0,0.0
289,12117,0,0.0
290,12117,0,0.0
291,12117,0,0.0
292,72001,0,1.0
293,72001,0,1.0
294,72001,0,1.0
295,72003,0,1.0
296,72003,0,1.0
297,72003,0,1.0
298,72005,0,1.0
299,72005,0,1.0
300,72007,0,1.0
301,72007,0,1.0
302,72007,0,1.0
303,72009,0,1.0
304,72009,0,1.0
305,72011,0,1.0
306,72011,0,1.0
307,72013,0,1.0
308,72013,0,1.0
309,72015,0,1.0
310,72015,0,1.0
311,72015,0,1.0
312,72017,0,1.0
313,72017,0,1.0
314,72019,0,1.0
315,72019,0,1.0
316,72021,0,1.0
317,72021,0,1.0
318,72023,0,1.0
319,72023,0,1.0
320,72025,0,1.0
321,72025,0,1.0
322,72025,0,1.0
323,72027,0,1.0
324,72027,0,1.0
325,72029,0,1.0
326,72029,0,1.0
327,72029,0,1.0
328,72029,0,1.0
329,72031,0,0.0
330,72031,0,0.0
331,72031,0,0.0
332,72033,0,1.0
333,72033,0,1.0
334,72033,0,1.0
335,72035,0,1.0
336,72035,0,1.0
337,72035,0,1.0
338,72037,0,1.0
339,72037,0,1.0
340,72039,0,1.0
341,72039,0,1.0
342,72039,0,1.0
343,72041,0,1.0
344,72041,0,1.0
345,72041,0,1.0
346,72043,0,1.0
347,72043,0,1.0
348,72043,0,1.0
349,72045,0,1.0
350,72045,0,1.0
351,72045,0,1.0
352,72047,0,1.0
353,72047,0,1.0
354,72049,0,
355,72049,0,
356,72049,0,
357,72051,0,1.0
358,72051,0,1.0
359,72051,0,1.0
360,72053,0,1.0
361,72053,0,1.0
362,72053,0,1.0
363,72053,0,1.0
364,72054,0,1.0
365,72054,0,1.0
366,72055,0,1.0
367,72055,0,1.0
368,72057,0,1.0
369,72057,0,1.0
370,72059,0,1.0
371,72059,0,1.0
372,72061,0,0.0
373,72061,0,0.0
374,72061,0,0.0
375,72063,0,0.0
376,72063,0,0.0
377,72063,0,0.0
378,72065,0,1.0
379,72065,0,1.0
380,72067,0,1.0
381,72067,0,1.0
382,72067,0,1.0
383,72069,0,1.0
384,72069,0,1.0
385,72069,0,1.0
386,72071,0,1.0
387,72071,0,1.0
388,72073,0,1.0
389,72073,0,1.0
390,72073,0,1.0
391,72075,0,1.0
392,72075,0,1.0
393,72075,0,1.0
394,72077,0,1.0
395,72077,0,1.0
396,72077,0,1.0
397,72079,0,1.0
398,72079,0,1.0
399,72081,0,1.0
400,72081,0,1.0
401,72083,0,1.0
402,72083,0,1.0
403,72085,0,1.0
404,72085,0,1.0
405,72085,0,1.0
406,72087,0,1.0
407,72087,0,1.0
408,72087,0,1.0
409,72087,0,1.0
410,72089,0,1.0
411,72089,0,1.0
412,72089,0,1.0
413,72089,0,1.0
414,72091,0,1.0
415,72091,0,1.0
416,72093,0,1.0
417,72093,0,1.0
418,72095,0,1.0
419,72095,0,1.0
420,72097,0,1.0
421,72097,0,1.0
422,72097,0,1.0
423,72099,0,1.0
424,72099,0,1.0
425,72101,0,1.0
426,72101,0,1.0
427,72103,0,1.0
428,72103,0,1.0
429,72103,0,1.0
430,72103,0,1.0
431,72105,0,1.0
432,72105,0,1.0
433,72105,0,1.0
434,72107,0,1.0
435,72107,0,1.0
436,72107,0,1.0
437,72109,0,1.0
438,72109,0,1.0
439,72109,0,1.0
440,72111,0,1.0
441,72111,0,1.0
442,72113,0,1.0
443,72113,0,1.0
444,72113,0,1.0
445,72115,0,1.0
446,72115,0,1.0
447,72117,0,1.0
448,72117,0,1.0
449,72117,0,1.0
450,72119,0,1.0
451,72119,0,1.0
452,72119,0,1.0
453,72121,0,1.0
454,72121,0,1.0
455,72123,0,1.0
456,72123,0,1.0
457,72125,0,1.0
458,72125,0,1.0
459,72127,0,1.0
460,72127,0,1.0
461,72127,0,1.0
462,72129,0,1.0
463,72129,0,1.0
464,72129,0,1.0
465,72131,0,1.0
466,72131,0,1.0
467,72133,0,1.0
468,72133,0,1.0
469,72135,0,0.0
470,72135,0,0.0
471,72137,0,1.0
472,72137,0,1.0
473,72137,0,1.0
474,72139,0,0.0
475,72139,0,0.0
476,72139,0,0.0
477,72141,0,1.0
478,72141,0,1.0
479,72143,0,1.0
480,72143,0,1.0
481,72145,0,1.0
482,72145,0,1.0
483,72145,0,1.0
484,72145,0,1.0
485,72147,0,1.0
486,72147,0,1.0
487,72147,0,1.0
488,72147,0,1.0
489,72149,0,1.0
490,72149,0,1.0
491,72149,0,1.0
492,72151,0,1.0
493,72151,0,1.0
494,72151,0,1.0
495,72153,0,1.0
496,72153,0,1.0
497,28005,0,0.0
498,28005,0,0.0
499,28005,0,0.0
500,28045,0,0.0
501,28045,0,0.0
502,28045,0,0.0
503,28045,0,0.0
504,28045,0,0.0
505,28045,0,0.0
506,28047,0,0.0
