DamageBetween20001and3000,DamageGreaterThan3000,MajorDamage_rent,Estimate!!HOUSING OCCUPANCY!!Total housing units,Percent!!HOUSING OCCUPANCY!!Total housing units,Estimate!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Max Wind,Max Pressure,dist_from_landfall
0.0,1.0,0.0,4859.0,4859.0,3388.0,69.7,0,0.0,0,0.0,131,2.6,582,11.7,907,18.6,926,19.1,876,18.0,576,12.1,336,6.9,356,7.3,70,984,666.0039479867573
0.0,0.0,0.0,7431.0,7431.0,5620.0,75.6,0,0.0,0,0.0,318,4.1,1358,17.8,1597,21.7,1139,15.4,1017,13.7,812,11.1,440,6.0,483,6.4,70,984,651.0731238949855
0.0,3.0,0.0,9171.0,9171.0,7704.0,84.0,0,0.0,0,0.0,440,4.6,1230,13.2,1534,16.8,1637,17.8,1670,18.2,1097,12.2,581,6.4,654,7.1,70,984,693.7258327387116
1.0,4.0,0.0,6568.0,6568.0,4763.0,72.5,0,0.0,0,0.0,167,2.5,855,12.7,1171,17.9,1295,19.6,1155,17.7,840,12.8,472,7.4,400,6.0,70,984,667.2503350131848
2.0,3.0,0.0,79655.0,79655.0,66571.0,83.6,0,0.0,0,0.0,9795,11.8,16019,20.1,13867,17.5,13324,16.7,10824,13.7,7026,8.9,4399,5.6,3119,3.9,70,984,667.6255435232644
0.0,0.0,,4889.0,4889.0,3857.0,78.9,0,0.0,0,0.0,301,5.9,828,16.8,956,19.7,1180,23.9,962,20.0,385,8.0,161,3.3,89,1.9,70,984,781.9208175613858
0.0,0.0,,688.0,688.0,567.0,82.4,0,0.0,0,0.0,9,1.3,88,12.5,138,20.2,164,23.8,119,17.7,63,9.2,51,7.6,38,5.6,70,984,810.59881799672
,,0.0,9786.0,9786.0,8612.0,88.0,0,0.0,0,0.0,523,5.2,1630,16.4,1636,16.9,1781,18.0,1829,18.8,1111,11.5,564,5.8,479,4.9,70,984,756.4663550597821
0.0,0.0,0.0,20932.0,20932.0,15872.0,75.8,0,0.0,0,0.0,3641,16.8,5336,25.6,3679,17.7,3064,14.6,2323,11.2,1258,6.1,590,2.9,665,3.1,70,984,805.3031456039538
0.0,0.0,,5116.0,5116.0,4204.0,82.2,0,0.0,0,0.0,236,4.4,640,12.4,786,15.4,756,14.8,776,15.2,578,11.4,374,7.3,616,11.9,70,984,772.7814176237351
0.0,4.0,0.0,8789.0,8789.0,7046.0,80.2,0,0.0,0,0.0,413,4.6,1168,13.1,1252,14.3,1441,16.3,1505,17.2,987,11.4,730,8.3,875,9.9,70,984,749.994401706944
0.0,0.0,0.0,4051.0,4051.0,3475.0,85.8,0,0.0,0,0.0,94,2.3,364,8.8,670,16.4,867,21.3,827,20.5,500,12.5,211,5.3,322,7.8,70,984,745.9509006523216
1.0,5.0,0.0,4114.0,4114.0,3198.0,77.7,0,0.0,0,0.0,131,3.1,483,11.6,684,16.6,793,19.2,760,18.5,566,13.9,303,7.5,253,6.1,70,984,773.1226991326778
8.0,39.0,0.0,8154.0,8154.0,7019.0,86.1,0,0.0,0,0.0,582,6.9,1433,17.4,1613,19.8,1656,20.3,1312,16.3,610,7.6,388,4.8,397,4.9,70,984,691.524811767944
0.0,3.0,0.0,8189.0,8189.0,6517.0,79.6,0,0.0,0,0.0,315,3.7,975,11.8,1494,18.1,1723,21.0,1375,17.0,880,10.8,504,6.3,591,7.1,70,984,771.2885375912116
1.0,1.0,0.0,3780.0,3780.0,3253.0,86.1,0,0.0,0,0.0,292,7.4,454,12.1,485,12.8,644,16.9,634,16.9,529,14.0,328,8.8,271,7.1,70,984,797.280102789851
8.0,33.0,0.0,7897.0,7897.0,6593.0,83.5,0,0.0,0,0.0,332,4.1,1063,13.3,1432,18.1,1598,20.2,1193,15.4,788,10.0,611,7.8,595,7.5,70,984,684.0196685242845
3.0,13.0,0.0,5714.0,5714.0,4742.0,83.0,0,0.0,0,0.0,151,2.6,858,14.7,1150,20.2,1152,20.1,931,16.5,514,9.1,267,4.7,428,7.4,70,984,702.9819312286021
3.0,3.0,0.0,4557.0,4557.0,3668.0,80.5,0,0.0,0,0.0,157,3.3,597,12.9,941,20.6,1089,23.9,832,18.5,374,8.4,199,4.4,245,5.4,70,984,695.500771023233
2.0,35.0,0.0,33450.0,33450.0,29234.0,87.4,0,0.0,0,0.0,2051,5.9,4514,13.4,4776,14.3,5616,16.7,5850,17.6,4529,13.6,2813,8.5,2273,6.8,70,984,680.6824788949111
5.0,15.0,0.0,5778.0,5778.0,4819.0,83.4,0,0.0,0,0.0,332,5.6,744,12.8,1051,18.1,1298,22.4,1043,18.2,549,9.6,264,4.6,318,5.4,70,984,717.2506339651248
0.0,3.0,0.0,8982.0,8982.0,7251.0,80.7,0,0.0,0,0.0,300,3.2,1070,11.7,1728,19.1,1902,21.2,1528,17.2,1054,11.8,636,7.2,517,5.7,70,984,732.4978172626815
0.0,0.0,0.0,25442.0,25442.0,22309.0,87.7,0,0.0,0,0.0,1743,6.6,3449,13.5,4342,17.0,5326,20.9,4453,17.7,2607,10.4,1591,6.3,1344,5.3,70,984,718.1023143785274
0.0,2.0,0.0,36117.0,36117.0,33558.0,92.9,0,0.0,0,0.0,5087,13.6,9594,26.5,8152,22.8,6222,17.3,3702,10.5,1569,4.4,780,2.2,669,1.9,70,984,751.7749772431837
3.0,2.0,0.0,11942.0,11942.0,10247.0,85.8,0,0.0,0,0.0,727,5.9,1828,15.2,2202,18.5,2254,18.9,1913,16.1,1117,9.5,673,5.7,818,6.8,70,984,715.3419486903695
2.0,7.0,0.0,9083.0,9083.0,7727.0,85.1,0,0.0,0,0.0,582,6.2,1360,14.9,1588,17.5,1591,17.5,1470,16.3,1016,11.3,608,6.7,586,6.4,70,984,701.5281058945931
2.0,4.0,0.0,5027.0,5027.0,4031.0,80.2,0,0.0,0,0.0,253,4.9,789,15.5,935,18.7,1006,19.9,796,16.1,462,9.3,281,5.7,326,6.4,70,984,706.713205154864
2.0,12.0,0.0,19809.0,19809.0,17337.0,87.5,0,0.0,0,0.0,2146,10.4,3946,19.9,3666,18.6,3706,18.6,3032,15.5,1610,8.2,804,4.1,625,3.2,70,984,733.1244693004427
6.0,39.0,0.0,5264.0,5264.0,4596.0,87.3,0,0.0,0,0.0,312,5.7,1042,19.5,1148,22.0,969,18.4,818,15.6,438,8.5,177,3.4,228,4.3,70,984,650.1809234271853
3.0,17.0,0.0,53379.0,53379.0,50067.0,93.8,0,0.0,0,0.0,7621,13.8,13746,25.7,11289,21.3,9148,17.1,6245,11.9,3041,5.8,1344,2.6,669,1.2,70,984,739.4295560024517
3.0,10.0,0.0,11092.0,11092.0,9486.0,85.5,0,0.0,0,0.0,712,6.2,1709,15.3,1983,17.9,1953,17.6,1858,16.8,1233,11.3,716,6.5,645,5.8,70,984,719.89492535703
2.0,15.0,0.0,11446.0,11446.0,10003.0,87.4,0,0.0,0,0.0,686,5.8,1828,15.8,2032,17.8,2028,17.7,1711,15.1,1176,10.3,839,7.4,783,6.8,70,984,717.1998914319787
2.0,14.0,0.0,6984.0,6984.0,5852.0,83.8,0,0.0,0,0.0,311,4.3,946,13.4,1211,17.4,1359,19.4,1314,18.9,832,12.1,385,5.6,404,5.7,70,984,701.8783589939493
2.0,30.0,0.0,8904.0,8904.0,8100.0,91.0,0,0.0,0,0.0,635,6.9,1865,20.7,1834,20.8,1617,18.1,1289,14.7,750,8.5,444,5.1,323,3.6,70,984,648.5098275009353
1.0,1.0,0.0,8419.0,8419.0,7116.0,84.5,0,0.0,0,0.0,296,3.4,972,11.4,1460,17.3,1822,21.5,1447,17.4,889,10.6,661,7.9,604,7.2,70,984,726.1521234904203
1.0,7.0,0.0,9761.0,9761.0,8355.0,85.6,0,0.0,0,0.0,568,5.7,1474,14.9,1609,16.5,1665,17.0,1629,16.8,1121,11.6,724,7.5,668,6.8,70,984,777.5301289594297
0.0,0.0,,7641.0,7641.0,5607.0,73.4,0,0.0,0,0.0,118,1.5,638,8.3,1285,16.8,1465,19.2,1359,17.8,1102,14.5,754,9.9,632,8.3,70,984,898.1690996591642
0.0,0.0,,4940.0,4940.0,3597.0,72.8,0,0.0,0,0.0,266,5.3,598,12.1,916,18.5,1109,22.4,892,18.1,490,10.0,276,5.6,268,5.4,70,984,837.5187263875271
,,0.0,19044.0,19044.0,16321.0,85.7,0,0.0,0,0.0,760,3.9,1740,9.1,2415,12.6,3534,18.5,3874,20.3,3063,16.2,2014,10.6,1216,6.4,70,984,921.3325031316191
6.0,3.0,4.0,24269.0,24269.0,19973.0,82.4,163,0.7,2096,8.8,8485,34.8,4386,18.0,2737,11.2,2694,11.1,1798,7.4,597,2.4,281,1.2,1030,4.2,100,970,108.43555944402526
15.0,6.0,48.0,93096.0,93096.0,79659.0,85.6,329,0.4,10782,11.6,24170,26.0,14108,15.2,10220,11.0,13470,14.4,9654,10.4,5786,6.2,2273,2.4,2301,2.5,100,970,125.45655618231139
6.0,3.0,10.0,62557.0,62557.0,54725.0,87.4,357,0.6,4133,6.6,12857,20.6,8906,14.2,6942,11.1,14097,22.6,8554,13.7,3842,6.2,1457,2.4,1410,2.2,100,970,144.19707885392017
0.0,1.0,17.0,191310.0,191310.0,173219.0,90.6,344,0.2,4975,2.6,13963,7.3,16531,8.6,30448,15.9,50814,26.6,37289,19.5,22695,11.9,8597,4.5,5651,3.0,100,970,58.01190643111703
0.0,5.0,2.0,41140.0,41140.0,37146.0,90.2,147,0.4,4342,10.6,5735,14.0,4765,11.6,6017,14.6,7598,18.5,5152,12.6,3920,9.6,1650,4.0,1813,4.4,100,970,33.82942837197346
1.0,2.0,15.0,193283.0,193283.0,154439.0,79.9,404,0.2,8820,4.5,14272,7.4,6321,3.2,14610,7.6,26695,13.8,20662,10.6,23336,12.0,14317,7.4,63843,33.0,100,970,62.765125693407334
1.0,1.0,0.0,9899.0,9899.0,8559.0,86.4,19,0.2,867,8.9,3616,36.4,1551,15.6,924,9.4,1205,12.2,1101,11.1,368,3.6,139,1.4,106,1.0,100,970,55.455190019216566
0.0,0.0,3.0,17519.0,17519.0,15404.0,87.9,14,0.1,718,4.0,2950,16.8,1816,10.4,2581,14.7,3608,20.6,3063,17.6,1853,10.6,526,3.0,387,2.2,100,970,64.22374346584193
2.0,4.0,8.0,46330.0,46330.0,40906.0,88.3,176,0.4,3778,8.1,7784,16.8,6067,13.1,6000,13.0,8757,18.9,5744,12.4,4011,8.6,1909,4.2,2103,4.6,100,970,28.324384508687725
0.0,3.0,6.0,9921.0,9921.0,8393.0,84.4,101,1.0,1027,10.2,1596,16.1,1611,16.2,1818,18.4,1653,16.6,790,8.0,708,7.2,350,3.6,265,2.7,100,970,166.44344576555406
0.0,0.0,3.0,5151.0,5151.0,3871.0,75.2,0,0.0,700,13.6,439,8.6,988,19.2,712,13.8,1007,19.5,634,12.3,354,6.9,90,1.8,225,4.4,100,970,181.08393156615483
0.0,1.0,1.0,7530.0,7530.0,6475.0,85.9,60,0.8,1082,14.3,1731,23.0,1485,19.8,939,12.4,849,11.3,556,7.4,380,5.1,110,1.4,335,4.4,100,970,141.23486921873325
1.0,3.0,11.0,12255.0,12255.0,8771.0,71.6,25,0.2,463,3.8,1411,11.5,2384,19.4,2309,18.8,2118,17.4,1809,14.8,850,6.9,360,3.0,524,4.2,100,970,238.47626131668486
2.0,2.0,16.0,19684.0,19684.0,15663.0,79.6,32,0.2,661,3.4,1986,10.1,2790,14.1,2153,11.0,4178,21.2,2774,14.1,1861,9.4,1160,5.9,2086,10.5,100,970,306.36171045980086
1.0,0.0,4.0,10092.0,10092.0,7488.0,74.2,80,0.8,494,4.9,912,9.0,1858,18.5,1964,19.4,1596,15.8,1405,14.0,637,6.2,528,5.2,617,6.1,100,970,272.9795541020802
13.0,6.0,279.0,184542.0,184542.0,158379.0,85.8,402,0.2,11193,6.0,23435,12.7,24241,13.1,28678,15.6,37706,20.4,23156,12.6,19896,10.8,8276,4.4,7557,4.0,100,970,177.77832416826737
2.0,0.0,2.0,4348.0,4348.0,3132.0,72.8,42,1.0,248,6.1,332,7.4,778,18.2,831,19.2,705,16.2,319,7.0,508,11.5,261,6.0,322,7.3,100,970,301.95989518765015
0.0,4.0,5.0,8164.0,8164.0,5834.0,71.5,5,0.0,455,5.6,1041,12.8,1731,21.2,1312,16.0,1653,20.4,671,8.2,724,8.8,335,4.0,235,2.8,100,970,209.53163941204838
3.0,0.0,1.0,5545.0,5545.0,3773.0,68.1,10,0.2,209,3.8,822,14.8,1247,22.4,1109,19.9,976,17.6,445,8.0,289,5.2,153,2.8,284,5.0,100,970,272.52535261288847
15.0,2.0,0.0,19593.0,19593.0,15688.0,80.1,0,0.0,0,0.0,7052,35.7,4088,21.0,3098,15.8,2283,11.7,1126,5.8,700,3.6,406,2.1,754,3.9,90,954,112.50615063281586
2.0,2.0,0.0,79613.0,79613.0,66441.0,83.5,0,0.0,0,0.0,16667,20.7,14688,18.5,10668,13.5,13835,17.3,11091,14.0,6464,8.2,3473,4.4,2476,3.1,90,954,129.93736575379987
1.0,1.0,0.0,5043.0,5043.0,3435.0,68.1,0,0.0,0,0.0,303,6.0,882,17.4,1088,21.5,1062,21.1,629,12.6,228,4.6,246,4.9,542,10.7,90,954,136.43489800784528
37.0,75.0,0.0,39106.0,39106.0,35509.0,90.8,0,0.0,0,0.0,9934,25.2,8719,22.4,6289,16.1,6030,15.4,3536,9.1,2087,5.4,1275,3.3,1115,2.8,90,954,73.97429474153144
20.0,52.0,0.0,10251.0,10251.0,8436.0,82.3,0,0.0,0,0.0,976,9.4,1502,14.6,1632,15.9,2080,20.3,1262,12.4,1242,12.1,500,4.9,943,9.2,90,954,54.35526606443903
56.0,91.0,0.0,183975.0,183975.0,165935.0,90.2,0,0.0,0,0.0,21153,11.4,22506,12.3,31070,16.9,42562,23.1,29047,15.8,19261,10.4,10222,5.5,7357,4.0,90,954,90.07044528107794
6.0,10.0,0.0,7964.0,7964.0,6637.0,83.3,0,0.0,0,0.0,971,12.2,1591,19.9,1577,19.8,1319,16.6,876,11.0,472,6.0,242,3.1,817,10.3,90,954,114.05056419269481
14.0,12.0,0.0,29316.0,29316.0,26097.0,89.0,0,0.0,0,0.0,2900,9.9,4312,14.7,4549,15.5,5061,17.3,4132,14.1,3871,13.2,2077,7.1,2174,7.4,90,954,86.33579447029321
22.0,74.0,0.0,12563.0,12563.0,11077.0,88.2,0,0.0,0,0.0,1100,8.7,1624,12.9,1616,12.9,2676,21.2,1728,13.8,1496,11.9,923,7.4,1254,10.0,90,954,80.40381508107144
12.0,12.0,0.0,186401.0,186401.0,162293.0,87.1,0,0.0,0,0.0,9037,4.9,12831,6.9,28123,15.1,49372,26.4,42739,23.0,26095,14.0,10943,5.9,6616,3.6,90,954,61.0427931671
40.0,119.0,0.0,37732.0,37732.0,33984.0,90.1,0,0.0,0,0.0,4169,11.0,4637,12.3,5438,14.4,7843,20.7,5807,15.5,4432,11.8,2550,6.8,2575,6.8,90,954,34.00130390336062
23.0,58.0,0.0,47568.0,47568.0,42805.0,90.0,0,0.0,0,0.0,11533,24.2,11729,24.7,8556,18.0,7778,16.3,3666,7.8,2065,4.4,908,1.9,1196,2.5,90,954,88.7450516407274
10.0,11.0,0.0,160348.0,160348.0,116216.0,72.5,0,0.0,0,0.0,9022,5.6,5794,3.6,11888,7.4,20160,12.5,20533,12.8,20010,12.4,18941,11.8,48377,30.1,90,954,66.12255423659437
3.0,1.0,0.0,9236.0,9236.0,7690.0,83.3,0,0.0,0,0.0,3146,34.0,1790,19.4,1061,11.5,1103,12.0,1277,13.8,509,5.6,195,2.1,137,1.4,90,954,60.14832374256091
18.0,36.0,0.0,11000.0,11000.0,8826.0,80.2,0,0.0,0,0.0,1080,9.8,1479,13.4,1504,13.7,2248,20.5,1550,14.1,1134,10.4,812,7.4,1070,9.8,90,954,111.59265763904195
5.0,7.0,0.0,13781.0,13781.0,10256.0,74.4,0,0.0,0,0.0,3773,27.3,1728,12.6,1947,14.1,2876,20.8,1978,14.4,935,6.8,273,2.0,241,1.8,90,954,68.1286758852039
6.0,7.0,0.0,19606.0,19606.0,18392.0,93.8,0,0.0,0,0.0,1974,10.0,3312,16.9,4576,23.3,4150,21.2,2996,15.3,1628,8.3,495,2.5,423,2.2,90,954,54.45792290061312
3.0,5.0,0.0,5155.0,5155.0,4057.0,78.7,0,0.0,0,0.0,214,4.1,658,12.8,1075,20.8,1230,23.8,803,15.7,520,10.1,230,4.5,379,7.4,90,954,109.29098615585163
14.0,31.0,0.0,8316.0,8316.0,7427.0,89.3,0,0.0,0,0.0,759,9.1,1444,17.3,1175,14.1,1544,18.6,1308,15.7,958,11.6,413,5.0,639,7.7,90,954,56.579765159134176
5.0,13.0,0.0,17319.0,17319.0,15713.0,90.7,0,0.0,0,0.0,2064,11.9,2484,14.4,4319,24.9,3920,22.6,2070,12.0,1143,6.6,607,3.5,641,3.7,90,954,61.13772355362491
11.0,22.0,0.0,21618.0,21618.0,18860.0,87.2,0,0.0,0,0.0,2697,12.4,3519,16.3,4170,19.3,4314,20.0,2328,10.8,1766,8.2,1126,5.2,1527,7.0,90,954,98.58704972382658
19.0,43.0,0.0,22758.0,22758.0,19980.0,87.8,0,0.0,0,0.0,1649,7.2,2924,12.8,2862,12.6,4405,19.3,3865,17.0,3402,14.9,1861,8.2,1613,7.1,90,954,53.4457585764209
2.0,10.0,0.0,93236.0,93236.0,84223.0,90.3,0,0.0,0,0.0,20780,22.2,21203,22.8,20531,22.1,15639,16.8,7776,8.4,3367,3.7,1589,1.7,2117,2.3,90,954,93.00724820392522
22.0,28.0,0.0,48480.0,48480.0,42404.0,87.5,0,0.0,0,0.0,8534,17.5,9102,18.8,9678,19.9,8905,18.4,4931,10.2,2916,6.0,1854,3.8,2301,4.8,90,954,94.95273527436021
53.0,173.0,0.0,43353.0,43353.0,37938.0,87.5,0,0.0,0,0.0,5716,13.1,6083,14.1,6554,15.2,8844,20.4,6448,14.9,4608,10.6,2712,6.3,2156,5.0,90,954,27.335635221036807
0.0,0.0,0.0,20556.0,20556.0,17228.0,83.8,0,0.0,0,0.0,2359,11.5,2503,12.2,3466,16.8,3346,16.2,2577,12.5,2365,11.5,1355,6.6,2317,11.2,90,954,120.39104003593638
4.0,16.0,0.0,9064.0,9064.0,8355.0,92.2,0,0.0,0,0.0,1349,14.8,1419,15.6,1662,18.3,1571,17.4,979,10.8,1077,11.9,434,4.8,512,5.7,90,954,91.73101453676978
5.0,7.0,0.0,4991.0,4991.0,4101.0,82.2,0,0.0,0,0.0,461,9.2,1024,20.5,1336,26.8,836,16.8,529,10.6,309,6.2,107,2.1,346,6.9,90,954,124.51721568814136
1.0,2.0,0.0,24972.0,24972.0,21903.0,87.7,0,0.0,0,0.0,2670,10.7,2779,11.1,3378,13.5,4761,19.0,3455,13.8,3217,12.9,2123,8.5,2330,9.3,90,954,124.08537512766847
2.0,4.0,0.0,9623.0,9623.0,8356.0,86.8,0,0.0,0,0.0,1035,10.8,1101,11.5,1424,14.8,1977,20.5,1194,12.4,1336,13.9,814,8.5,669,7.0,90,954,160.64432844983267
0.0,1.0,0.0,14889.0,14889.0,12740.0,85.6,0,0.0,0,0.0,1815,12.2,2952,19.8,2590,17.4,3025,20.3,1560,10.5,1207,8.1,789,5.3,855,5.7,90,954,187.08487599167995
1.0,1.0,0.0,80607.0,80607.0,71339.0,88.5,0,0.0,0,0.0,12010,14.8,12450,15.5,11031,13.7,13353,16.5,9918,12.3,11085,13.7,5678,7.1,4584,5.7,90,954,169.21318248879388
1.0,1.0,0.0,3808.0,3808.0,2653.0,69.7,0,0.0,0,0.0,1350,35.3,753,19.9,578,15.2,341,8.9,234,6.2,252,6.6,75,2.0,198,5.2,90,954,159.9043994573478
1.0,0.0,0.0,13192.0,13192.0,11742.0,89.0,0,0.0,0,0.0,1440,10.8,1598,12.1,1524,11.6,2129,16.1,1775,13.5,1813,13.7,1313,10.0,1440,10.9,90,954,142.39041939793177
6.0,7.0,0.0,90999.0,90999.0,83507.0,91.8,0,0.0,0,0.0,13400,14.7,14972,16.4,17556,19.2,19239,21.1,10986,12.1,7390,8.2,3151,3.4,3860,4.2,90,954,106.01923329871525
80.0,37.0,0.0,55025.0,55025.0,47948.0,87.1,0,0.0,0,0.0,6266,11.4,6923,12.6,8186,14.9,10836,19.6,8433,15.3,6783,12.3,3872,7.0,3362,6.1,90,954,177.9690784253041
18.0,48.0,0.0,35800.0,35800.0,29971.0,83.7,0,0.0,0,0.0,4118,11.5,4727,13.2,5043,14.1,7100,19.8,5131,14.4,4531,12.6,2598,7.3,2299,6.4,90,954,123.84029063468704
3.0,9.0,0.0,24589.0,24589.0,21707.0,88.3,0,0.0,0,0.0,3596,14.6,3730,15.2,3437,14.0,3571,14.5,3138,12.7,2651,10.8,1885,7.7,2320,9.4,90,954,103.77121761827021
1.0,6.0,0.0,8810.0,8810.0,7380.0,83.8,0,0.0,0,0.0,767,8.7,1415,16.0,1649,18.8,1699,19.3,1263,14.3,964,10.9,515,5.9,484,5.5,90,954,194.46337412803035
0.0,1.0,0.0,6498.0,6498.0,5225.0,80.4,0,0.0,0,0.0,304,4.6,784,12.0,1304,20.0,1470,22.6,875,13.5,800,12.3,410,6.3,493,7.6,90,954,194.84636287530273
4.0,3.0,0.0,12491.0,12491.0,10244.0,82.0,0,0.0,0,0.0,823,6.6,1566,12.6,1856,14.9,2656,21.2,2155,17.3,1890,15.1,840,6.7,634,5.1,90,954,256.89895975864323
19.0,7.0,0.0,63709.0,63709.0,55988.0,87.9,0,0.0,0,0.0,7214,11.3,9006,14.1,11023,17.3,12299,19.3,9649,15.1,7553,11.8,3801,6.0,2858,4.5,90,954,243.7925289637481
0.0,0.0,0.0,14040.0,14040.0,9411.0,67.0,0,0.0,0,0.0,1495,10.6,2193,15.6,2592,18.4,3453,24.6,1894,13.6,1064,7.6,658,4.7,620,4.4,90,954,236.82955734932722
0.0,0.0,0.0,11389.0,11389.0,8278.0,72.7,0,0.0,0,0.0,946,8.3,2196,19.3,2092,18.4,2275,20.0,1623,14.2,1292,11.4,461,4.1,450,3.9,90,954,266.98536508184355
0.0,2.0,0.0,21379.0,21379.0,17965.0,84.0,0,0.0,0,0.0,2031,9.5,3370,15.8,5707,26.6,4694,21.9,2406,11.3,1735,8.1,770,3.6,601,2.8,90,954,200.69114249944954
0.0,1.0,0.0,7269.0,7269.0,5442.0,74.9,0,0.0,0,0.0,469,6.4,936,12.9,1044,14.4,1624,22.3,1061,14.7,982,13.5,550,7.6,542,7.4,90,954,221.9855578483479
0.0,5.0,0.0,14649.0,14649.0,12251.0,83.6,0,0.0,0,0.0,591,4.0,1207,8.2,2069,14.1,3166,21.6,2348,16.1,2050,14.0,1188,8.2,1830,12.5,90,954,166.24802018572893
26.0,4.0,0.0,22092.0,22092.0,18882.0,85.5,0,0.0,0,0.0,1198,5.3,2332,10.5,2531,11.5,4633,20.9,4298,19.5,3967,18.0,1529,7.0,1450,6.6,90,954,287.8084563830416
8.0,9.0,0.0,17857.0,17857.0,15709.0,88.0,0,0.0,0,0.0,2079,11.6,2312,12.9,2686,15.0,3560,19.9,2424,13.6,1785,10.0,1461,8.2,1395,7.8,90,954,151.88823163593523
8.0,5.0,0.0,4968.0,4968.0,3780.0,76.1,0,0.0,0,0.0,336,6.8,657,13.2,700,14.1,1096,22.0,875,17.7,580,11.7,346,7.0,340,6.9,90,954,184.4057953201029
1.0,1.0,0.0,9334.0,9334.0,7542.0,80.8,0,0.0,0,0.0,463,5.0,816,8.7,1532,16.4,1963,21.0,1955,21.0,1430,15.4,771,8.3,368,3.9,90,954,172.3579751264592
3.0,2.0,0.0,2802.0,2802.0,2417.0,86.2,0,0.0,0,0.0,124,4.4,208,7.4,359,12.8,655,23.4,534,19.1,337,12.1,357,12.7,205,7.3,90,954,247.0538215179234
5.0,10.0,0.0,14620.0,14620.0,12258.0,83.8,0,0.0,0,0.0,1139,7.8,2337,16.0,2357,16.1,2935,20.1,2145,14.7,1626,11.2,1069,7.3,915,6.3,90,954,143.07556560852905
37.0,11.0,0.0,8954.0,8954.0,7815.0,87.3,0,0.0,0,0.0,832,9.2,1072,12.0,1120,12.6,1955,21.8,1412,15.8,1182,13.2,790,8.8,535,6.0,90,954,211.53148669177108
1.0,1.0,0.0,4809.0,4809.0,3958.0,82.3,0,0.0,0,0.0,203,4.3,539,11.2,812,16.9,1107,23.0,792,16.5,554,11.5,510,10.6,263,5.5,90,954,222.26289809576394
8.0,4.0,0.0,8525.0,8525.0,7390.0,86.7,0,0.0,0,0.0,826,9.7,914,10.7,1338,15.7,1679,19.7,1318,15.5,1340,15.7,592,7.0,465,5.5,90,954,231.2822472713683
0.0,0.0,0.0,3344.0,3344.0,2157.0,64.5,0,0.0,0,0.0,145,4.4,408,12.2,468,14.0,758,22.6,702,21.0,475,14.2,177,5.3,187,5.5,90,954,193.4886312263003
4.0,0.0,0.0,5040.0,5040.0,4046.0,80.3,0,0.0,0,0.0,285,5.7,665,13.2,845,16.8,1354,26.8,767,15.3,464,9.3,331,6.6,295,5.9,90,954,253.56913253567993
7.0,2.0,1.0,52761.0,52761.0,48643.0,92.3,2263,4.5,15307,29.5,13204,24.8,7867,14.8,5354,10.1,4276,8.1,2367,4.5,1096,1.9,405,0.7,620,1.2,90,972,69.31599771860257
4.0,8.0,1.0,9656.0,9656.0,8354.0,86.3,52,0.4,1019,10.3,1669,17.2,1309,13.6,1400,14.6,1632,17.1,537,5.7,1047,10.8,213,2.2,774,8.0,90,972,45.064624202945346
8.0,5.0,1.0,196908.0,196908.0,180753.0,91.9,1032,0.6,9202,4.8,17323,8.9,16704,8.5,33370,16.9,49515,25.0,35160,17.9,20672,10.5,7807,3.9,6120,3.0,90,972,82.15180652739512
15.0,4.0,1.0,41187.0,41187.0,37648.0,91.3,441,1.0,5549,13.4,5156,12.4,4549,11.0,6245,15.2,8160,19.8,3902,9.4,3869,9.4,1324,3.2,1991,4.8,90,972,48.30237320802119
