,disasterNumber,declarationTitle,state,Date,fipsStateCode,fipsCountyCode,placeCode,year,county,validReg_own,DamageBetween1and1000,DamageBetween10001and2000,DamageBetween20001and3000,DamageGreaterThan3000,validReg_rent,ModerateDamage_rent,MajorDamage_rent,SubstDamage_rent
615,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,139,99139,2016,Pasquotank (County),300,183,8,0,0,171,24,0,0
616,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,141,99141,2016,Pender (County),743,458,28,31,18,204,39,9,0
617,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,143,99143,2016,Perquimans (County),83,52,0,0,0,21,2,0,0
618,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,147,99147,2016,Pitt (County),1597,857,33,9,3,1675,133,10,0
619,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,153,99153,2016,Richmond (County),135,77,2,0,0,38,4,0,0
620,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,155,99155,2016,Robeson (County),11575,6892,404,166,35,6731,1508,27,0
621,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,163,99163,2016,Sampson (County),1675,1015,27,13,12,549,58,5,0
622,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,165,99165,2016,Scotland (County),365,216,1,0,0,170,3,0,0
623,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,177,99177,2016,Tyrrell (County),219,155,7,0,0,67,25,0,0
624,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,183,99183,2016,Wake (County),573,261,8,0,1,335,26,5,0
625,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,187,99187,2016,Washington (County),236,148,1,0,0,83,15,0,0
626,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,191,99191,2016,Wayne (County),3430,1792,154,60,43,3183,627,34,0
627,4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,195,99195,2016,Wilson (County),376,222,6,5,0,339,100,0,0
628,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,29,99029,2016,Bryan (County),665,242,8,1,2,261,6,1,0
629,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,31,99031,2016,Bulloch (County),488,205,3,1,3,143,10,1,0
630,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,51,99051,2016,Chatham (County),6546,2054,78,7,9,6230,324,28,0
631,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,103,99103,2016,Effingham (County),805,265,3,0,1,285,10,2,0
632,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,109,99109,2016,Evans (County),203,98,0,0,1,59,2,2,0
633,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,127,99127,2016,Glynn (County),1316,532,28,0,3,1002,79,6,0
634,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,179,99179,2016,Liberty (County),875,299,4,0,0,464,17,2,0
635,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,183,99183,2016,Long (County),235,99,0,0,0,101,2,2,0
636,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,191,99191,2016,McIntosh (County),491,237,2,0,5,119,9,0,0
637,4284,HURRICANE MATTHEW,GA,2016-10-04 00:00:00+00:00,13,305,99305,2016,Wayne (County),344,138,0,0,1,139,5,3,0
638,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,9,99009,2016,Brevard (County),4056,1769,6,1,3,1214,70,6,0
639,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,31,99031,2016,Duval (County),3952,1656,77,3,2,1319,100,7,0
640,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,35,99035,2016,Flagler (County),3847,1222,46,7,0,1090,44,1,0
641,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,61,99061,2016,Indian River (County),423,221,4,0,0,206,15,0,0
642,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,89,99089,2016,Nassau (County),498,198,7,1,0,105,13,0,0
643,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,107,99107,2016,Putnam (County),1373,715,22,3,1,406,39,2,0
644,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,109,99109,2016,St. Johns (County),3866,1556,581,106,12,1293,504,5,0
645,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,117,99117,2016,Seminole (County),624,267,0,0,1,204,7,0,0
646,4283,HURRICANE MATTHEW,FL,2016-10-03 00:00:00+00:00,12,127,99127,2016,Volusia (County),13600,5953,69,11,8,3674,259,31,0
647,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,57,99057,2016,Hillsborough (County),174,90,0,1,1,49,4,3,0
648,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,17,99017,2016,Citrus (County),769,308,183,26,1,204,112,1,0
649,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,29,99029,2016,Dixie (County),330,138,43,15,0,49,12,0,0
650,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,53,99053,2016,Hernando (County),259,150,27,1,0,68,33,1,0
651,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,73,99073,2016,Leon (County),866,314,8,1,1,544,40,7,0
652,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,75,99075,2016,Levy (County),296,128,32,5,0,68,17,0,0
653,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,81,99081,2016,Manatee (County),116,77,1,2,0,205,113,0,0
654,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,101,99101,2016,Pasco (County),664,454,51,1,1,237,85,1,0
655,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,103,99103,2016,Pinellas (County),411,205,4,0,0,157,9,0,0
656,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,123,99123,2016,Taylor (County),272,131,29,4,1,31,3,9,0
657,4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,129,99129,2016,Wakulla (County),117,45,2,0,0,31,4,0,0
698,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,1,99001,2012,Adams (County),354,199,2,0,2,105,14,2,6
699,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,5,99005,2012,Amite (County),444,216,0,0,2,72,7,1,2
700,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,23,99023,2012,Clarke (County),261,162,1,0,1,71,4,0,0
701,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,29,99029,2012,Copiah (County),195,106,0,0,2,52,0,1,2
702,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,35,99035,2012,Forrest (County),310,200,6,2,1,153,11,3,8
703,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,37,99037,2012,Franklin (County),172,91,0,0,1,21,3,0,0
704,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,39,99039,2012,George (County),320,186,3,0,0,63,9,1,0
705,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,45,99045,2012,Hancock (County),1442,781,49,19,4,705,96,28,18
706,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,47,99047,2012,Harrison (County),2473,1413,27,6,2,2811,285,7,46
707,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,49,99049,2012,Hinds (County),203,115,1,0,0,145,12,4,6
708,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,59,99059,2012,Jackson (County),2834,1595,140,48,11,2283,348,16,98
709,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,63,99063,2012,Jefferson (County),228,179,0,0,0,34,0,0,0
710,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,67,99067,2012,Jones (County),83,62,2,0,1,30,2,0,0
711,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,73,99073,2012,Lamar (County),145,93,0,1,0,30,2,0,5
712,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,85,99085,2012,Lincoln (County),774,446,2,0,0,279,25,4,7
713,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,91,99091,2012,Marion (County),937,676,4,1,2,269,55,1,5
714,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,109,99109,2012,Pearl River (County),1683,949,63,33,17,668,78,10,40
715,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,113,99113,2012,Pike (County),1672,1045,9,0,3,704,77,9,9
716,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,131,99131,2012,Stone (County),328,245,2,0,1,112,23,0,3
717,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,147,99147,2012,Walthall (County),975,702,5,2,3,239,45,2,1
718,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,149,99149,2012,Warren (County),143,77,0,0,0,49,6,0,3
719,4081,HURRICANE ISAAC,MS,2012-08-26 00:00:00+00:00,28,157,99157,2012,Wilkinson (County),301,176,0,0,0,66,16,1,2
720,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,3,99003,2012,Allen (Parish),62,40,1,0,0,14,1,0,1
721,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,5,99005,2012,Ascension (Parish),2034,1075,22,6,6,949,111,11,39
722,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,7,99007,2012,Assumption (Parish),833,607,4,0,2,204,43,1,8
723,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,33,99033,2012,East Baton Rouge (Parish),2383,1216,8,2,0,3055,359,14,72
724,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,37,99037,2012,East Feliciana (Parish),347,228,2,0,0,73,7,1,6
725,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,47,99047,2012,Iberville (Parish),807,569,5,1,2,312,52,3,8
726,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,51,99051,2012,Jefferson (Parish),30133,11598,217,66,26,29019,2717,207,563
727,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,57,99057,2012,Lafourche (Parish),3044,2051,15,3,19,1284,215,18,36
728,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,63,99063,2012,Livingston (Parish),3835,2097,236,88,22,1254,221,44,69
729,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,67,99067,2012,Morehouse (Parish),65,44,0,0,0,8,3,0,1
730,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,71,99071,2012,Orleans (Parish),20635,8538,60,14,12,30305,2389,152,452
731,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,75,99075,2012,Plaquemines (Parish),4160,2232,109,58,403,2018,224,139,83
732,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,77,99077,2012,Pointe Coupee (Parish),193,123,1,0,0,94,3,0,0
733,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,87,99087,2012,St. Bernard (Parish),4421,2199,17,5,4,2986,279,11,51
734,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,89,99089,2012,St. Charles (Parish),3013,1412,15,3,7,1391,179,7,19
735,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,91,99091,2012,St. Helena (Parish),782,518,1,0,0,154,16,1,2
736,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,93,99093,2012,St. James (Parish),1450,974,8,3,4,452,73,6,25
737,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,95,99095,2012,St. John the Baptist (Parish),8237,3108,1163,1249,396,4342,644,157,682
738,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,99,99099,2012,St. Martin (Parish),253,196,0,0,0,50,9,0,1
739,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,101,99101,2012,St. Mary (Parish),1560,1243,5,1,4,469,81,2,21
740,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,103,99103,2012,St. Tammany (Parish),9079,3462,342,153,53,5633,672,92,364
741,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,105,99105,2012,Tangipahoa (Parish),6459,4163,141,50,29,3644,605,59,121
742,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,109,99109,2012,Terrebonne (Parish),2674,1820,18,3,10,1150,135,9,30
743,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,117,99117,2012,Washington (Parish),1895,1243,28,23,10,878,146,11,42
744,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,121,99121,2012,West Baton Rouge (Parish),285,190,0,0,0,122,28,1,7
745,4080,HURRICANE ISAAC,LA,2012-08-26 00:00:00+00:00,22,125,99125,2012,West Feliciana (Parish),140,92,0,0,2,35,4,1,1
746,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,9,99009,2005,Brevard (County),1057,655,47,14,11,634,0,0,0
747,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,11,99011,2005,Broward (County),165208,99520,1089,194,427,49211,0,0,0
748,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,21,99021,2005,Collier (County),12578,7388,59,12,32,2742,0,0,0
749,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,43,99043,2005,Glades (County),896,632,15,5,14,208,0,0,0
750,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,51,99051,2005,Hendry (County),3705,2572,51,22,193,1216,0,0,0
751,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,61,99061,2005,Indian River (County),625,394,8,1,4,360,0,0,0
752,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,71,99071,2005,Lee (County),7738,4704,24,3,19,1752,0,0,0
753,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,85,99085,2005,Martin (County),4115,2571,14,9,28,1587,0,0,0
754,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,86,99086,2005,Miami-Dade (County),119406,70692,427,56,118,55398,0,0,0
755,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,87,99087,2005,Monroe (County),8403,4236,1032,82,118,6702,0,0,0
756,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,93,99093,2005,Okeechobee (County),1348,927,24,3,13,627,0,0,0
757,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,99,99099,2005,Palm Beach (County),81528,48544,547,139,389,26590,0,0,0
758,1609,HURRICANE WILMA,FL,2005-10-23 00:00:00+00:00,12,111,99111,2005,St. Lucie (County),6645,4145,20,5,14,3474,0,0,0
759,4040,TROPICAL STORM MARIA,PR,2011-09-08 00:00:00+00:00,72,75,99075,2011,Juana Diaz (Municipio),695,453,1,0,0,104,3,0,11
760,4040,TROPICAL STORM MARIA,PR,2011-09-08 00:00:00+00:00,72,103,99103,2011,Naguabo (Municipio),297,29,0,0,0,126,0,0,0
761,4040,TROPICAL STORM MARIA,PR,2011-09-08 00:00:00+00:00,72,151,99151,2011,Yabucoa (Municipio),2026,1289,2,0,1,480,7,1,1
825,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,17,99017,2011,Bladen (County),70,54,0,0,1,14,0,0,0
826,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,13,99013,2011,Beaufort (County),2830,1735,161,80,59,772,0,0,0
827,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,15,99015,2011,Bertie (County),562,423,2,1,4,223,0,0,0
828,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,19,99019,2011,Brunswick (County),168,125,0,0,0,53,0,0,0
829,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,29,99029,2011,Camden (County),49,27,1,0,0,16,0,0,0
830,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,31,99031,2011,Carteret (County),1082,700,41,7,3,166,0,0,0
831,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,41,99041,2011,Chowan (County),144,96,0,0,0,57,0,0,0
832,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,47,99047,2011,Columbus (County),571,391,0,0,1,280,0,0,0
833,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,49,99049,2011,Craven (County),2354,1486,61,19,9,700,0,0,0
834,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,53,99053,2011,Currituck (County),329,169,11,1,0,67,0,0,0
835,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,55,99055,2011,Dare (County),2036,968,172,47,12,894,0,0,0
836,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,61,99061,2011,Duplin (County),604,463,3,0,0,145,0,0,0
837,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,65,99065,2011,Edgecombe (County),841,570,7,0,2,275,0,0,0
838,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,73,99073,2011,Gates (County),146,95,0,0,0,25,0,0,0
839,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,79,99079,2011,Greene (County),495,321,4,0,3,146,0,0,0
840,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,83,99083,2011,Halifax (County),1659,1025,8,0,2,874,0,0,0
841,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,91,99091,2011,Hertford (County),547,398,7,1,0,310,0,0,0
842,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,95,99095,2011,Hyde (County),624,380,22,3,1,176,0,0,0
843,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,101,99101,2011,Johnston (County),47,20,0,0,1,5,0,0,0
844,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,103,99103,2011,Jones (County),365,273,3,1,0,48,0,0,0
845,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,107,99107,2011,Lenoir (County),1189,749,7,2,8,478,0,0,0
846,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,117,99117,2011,Martin (County),591,429,1,0,0,161,0,0,0
847,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,127,99127,2011,Nash (County),459,283,3,0,1,208,0,0,0
848,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,129,99129,2011,New Hanover (County),253,160,0,0,0,282,0,0,0
849,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,131,99131,2011,Northampton (County),865,577,5,0,1,302,0,0,0
850,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,133,99133,2011,Onslow (County),1091,636,6,0,1,293,0,0,0
851,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,137,99137,2011,Pamlico (County),1731,915,243,141,28,370,0,0,0
852,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,139,99139,2011,Pasquotank (County),190,107,0,0,0,60,0,0,0
853,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,141,99141,2011,Pender (County),291,217,1,0,0,63,0,0,0
854,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,143,99143,2011,Perquimans (County),144,95,0,0,0,36,0,0,0
855,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,147,99147,2011,Pitt (County),1803,1212,11,2,9,760,0,0,0
856,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,163,99163,2011,Sampson (County),64,51,0,0,0,13,0,0,0
857,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,177,99177,2011,Tyrrell (County),440,262,29,13,5,129,0,0,0
858,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,181,99181,2011,Vance (County),24,15,0,0,0,8,0,0,0
859,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,185,99185,2011,Warren (County),62,33,0,0,0,9,0,0,0
860,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,187,99187,2011,Washington (County),651,446,5,1,0,182,0,0,0
861,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,191,99191,2011,Wayne (County),312,209,3,0,0,89,0,0,0
862,4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,195,99195,2011,Wilson (County),301,180,2,1,1,79,0,0,0
863,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,113,99113,2011,Ponce (Municipio),374,260,2,0,0,111,0,0,0
864,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,1,99001,2011,Adjuntas (Municipio),331,153,0,1,0,70,0,0,0
865,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,7,99007,2011,Aguas Buenas (Municipio),579,334,2,0,0,127,0,0,0
866,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,15,99015,2011,Arroyo (Municipio),300,176,0,0,0,106,0,0,0
867,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,25,99025,2011,Caguas (Municipio),1977,1238,3,1,11,1472,0,0,0
868,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,29,99029,2011,Canovanas (Municipio),2658,1707,15,1,2,542,0,0,0
869,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,31,99031,2011,Carolina (Municipio),2411,1434,13,1,3,1891,0,0,0
870,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,35,99035,2011,Cayey (Municipio),674,364,2,0,3,273,0,0,0
871,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,39,99039,2011,Ciales (Municipio),730,496,0,0,0,214,0,0,0
872,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,41,99041,2011,Cidra (Municipio),1126,686,1,0,1,326,0,0,0
873,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,43,99043,2011,Coamo (Municipio),1050,721,1,0,15,203,0,0,0
874,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,45,99045,2011,Comerio (Municipio),1165,738,0,0,1,422,0,0,0
875,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,53,99053,2011,Fajardo (Municipio),1142,561,1,0,1,587,0,0,0
876,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,61,99061,2011,Guaynabo (Municipio),161,94,0,0,0,69,0,0,0
877,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,63,99063,2011,Gurabo (Municipio),998,606,1,1,0,256,0,0,0
878,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,69,99069,2011,Humacao (Municipio),2831,2005,1,4,1,1098,0,0,0
879,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,73,99073,2011,Jayuya (Municipio),659,375,0,0,0,132,0,0,0
880,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,77,99077,2011,Juncos (Municipio),1279,720,2,0,3,470,0,0,0
881,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,85,99085,2011,Las Piedras (Municipio),1274,633,1,0,1,436,0,0,0
882,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,87,99087,2011,Loiza (Municipio),2720,1682,1,1,0,624,0,0,0
883,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,89,99089,2011,Luquillo (Municipio),730,428,1,0,0,334,0,0,0
884,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,103,99103,2011,Naguabo (Municipio),1665,995,0,0,0,679,0,0,0
885,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,105,99105,2011,Naranjito (Municipio),1514,978,2,0,1,547,0,0,0
886,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,107,99107,2011,Orocovis (Municipio),2446,1805,3,0,0,810,0,0,0
887,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,109,99109,2011,Patillas (Municipio),453,208,0,0,0,105,0,0,0
888,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,119,99119,2011,Rio Grande (Municipio),1708,1235,3,3,1,423,0,0,0
889,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,127,99127,2011,San Juan (Municipio),2318,1409,18,2,5,4291,0,0,0
890,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,129,99129,2011,San Lorenzo (Municipio),1173,710,1,0,0,312,0,0,0
891,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,139,99139,2011,Trujillo Alto (Municipio),550,341,2,0,0,510,0,0,0
892,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,145,99145,2011,Vega Baja (Municipio),932,626,0,0,1,167,0,0,0
893,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,147,99147,2011,Vieques (Municipio),482,305,0,1,1,146,0,0,0
894,4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,149,99149,2011,Villalba (Municipio),1202,844,0,0,0,139,0,0,0
916,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,0,45310,2024,Miccosukee Tribe of Indians of Florida,1110,47,4,2,1,3037,11,0,0
917,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,9,99009,2024,Brevard (County),7744,714,76,4,8,6548,126,2,0
918,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,15,99015,2024,Charlotte (County),13212,1121,1236,530,338,5917,541,16,0
919,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,17,99017,2024,Citrus (County),3494,495,69,21,10,1799,90,4,0
920,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,19,99019,2024,Clay (County),395,39,4,0,0,636,10,1,0
921,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,21,99021,2024,Collier (County),4082,307,185,31,8,4747,145,2,0
922,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,27,99027,2024,DeSoto (County),1063,134,27,7,2,722,37,1,0
923,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,31,99031,2024,Duval (County),2477,317,43,2,0,8738,231,1,0
924,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,35,99035,2024,Flagler (County),3309,295,39,4,0,1986,41,0,0
925,4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,43,99043,2024,Glades (County),146,24,8,1,1,63,6,0,0
