,Code,Name,Date,Time in UTC,Record Identifier,Status,Latitude,Longitude,Max Wind,Min Pressure,34 kt wind radii maximum extent in northeastern quadrant,34 kt wind radii maximum extent in southeastern quadrant,34 kt wind radii maximum extent in northwestern quadrant,34 kt wind radii maximum extent in southwestern quadrant,50 kt wind radii maximum extent in northeastern quadrant,50 kt wind radii maximum extent in southeastern quadrant,50 kt wind radii maximum extent in northwestern quadrant,50 kt wind radii maximum extent in southwestern quadrant,64 kt wind radii maximum extent in northeastern quadrant,64 kt wind radii maximum extent in southeastern quadrant,64 kt wind radii maximum extent in northwestern quadrant,64 kt wind radii maximum extent in southwestern quadrant,Radius of Max Wind
19669,AL122017,JOSE,20170919, 1200,, TS, 36.3N,  71.7W,  60,  973,  210,  190,  150,  170,  100,   70,   70,  100,    0,    0,    0,    0, -999
19670,AL122017,JOSE,20170919, 1800,, TS, 37.0N,  71.5W,  60,  973,  210,  200,  160,  170,  100,   60,   80,  100,    0,    0,    0,    0, -999
19671,AL122017,JOSE,20170920, 0000,, TS, 37.6N,  71.2W,  60,  973,  210,  200,  160,  180,   90,   60,   80,  100,    0,    0,    0,    0, -999
19672,AL122017,JOSE,20170920, 0600,, TS, 38.1N,  70.8W,  60,  975,  210,  190,  170,  180,   80,   60,   80,   90,    0,    0,    0,    0, -999
19673,AL122017,JOSE,20170920, 1200,, TS, 38.7N,  70.2W,  60,  976,  200,  190,  170,  180,   70,   70,   90,   90,    0,    0,    0,    0, -999
19674,AL122017,JOSE,20170920, 1800,, TS, 39.2N,  69.4W,  60,  976,  200,  190,  180,  180,   60,   70,   90,   90,    0,    0,    0,    0, -999
19675,AL122017,JOSE,20170921, 0000,, TS, 39.4N,  68.5W,  55,  979,  190,  180,  180,  180,   50,   80,   90,   90,    0,    0,    0,    0, -999
19676,AL122017,JOSE,20170921, 0600,, TS, 39.7N,  68.1W,  55,  982,  180,  170,  180,  180,    0,    0,   90,   80,    0,    0,    0,    0, -999
19677,AL122017,JOSE,20170921, 1200,, TS, 39.7N,  68.0W,  55,  984,  170,  170,  180,  170,    0,    0,   90,   80,    0,    0,    0,    0, -999
19678,AL122017,JOSE,20170921, 1800,, TS, 39.5N,  68.0W,  50,  984,  160,  150,  180,  170,    0,    0,   90,   80,    0,    0,    0,    0, -999
19679,AL122017,JOSE,20170922, 0000,, TS, 39.5N,  68.2W,  45,  986,  150,  140,  170,  160,    0,    0,    0,    0,    0,    0,    0,    0, -999
19680,AL122017,JOSE,20170922, 0600,, TS, 39.6N,  68.6W,  45,  989,  150,  130,  160,  150,    0,    0,    0,    0,    0,    0,    0,    0, -999
19681,AL122017,JOSE,20170922, 1200,, TS, 39.7N,  69.0W,  40,  992,  140,  120,  140,  140,    0,    0,    0,    0,    0,    0,    0,    0, -999
19682,AL142017,LEE,20170922, 1200,, TD, 30.0N,  48.9W,  25, 1014,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19683,AL142017,LEE,20170922, 1800,, TD, 30.5N,  49.1W,  30, 1012,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19684,AL142017,LEE,20170923, 0000,, TS, 31.1N,  49.2W,  35, 1010,   20,   20,   20,   20,    0,    0,    0,    0,    0,    0,    0,    0, -999
19685,AL142017,LEE,20170923, 0600,, TS, 31.5N,  49.3W,  35, 1009,   20,   20,   20,   20,    0,    0,    0,    0,    0,    0,    0,    0, -999
19686,AL142017,LEE,20170923, 1200,, TS, 31.8N,  49.4W,  40, 1006,   20,   20,   20,   20,    0,    0,    0,    0,    0,    0,    0,    0, -999
19687,AL142017,LEE,20170923, 1800,, TS, 32.0N,  49.8W,  45, 1003,   30,   30,   30,   30,    0,    0,    0,    0,    0,    0,    0,    0, -999
19688,AL142017,LEE,20170924, 0000,, TS, 31.9N,  50.1W,  50, 1000,   30,   30,   30,   30,   20,   20,   20,   20,    0,    0,    0,    0, -999
19689,AL142017,LEE,20170924, 0600,, HU, 31.7N,  50.2W,  65,  990,   30,   30,   30,   30,   20,   20,   20,   20,   10,   10,   10,   10, -999
19690,AL142017,LEE,20170924, 1200,, HU, 31.5N,  50.1W,  75,  983,   30,   30,   30,   30,   20,   20,   20,   20,   10,   10,   10,   10, -999
19691,AL142017,LEE,20170924, 1800,, HU, 31.3N,  49.8W,  80,  980,   30,   30,   30,   30,   20,   20,   20,   20,   10,   10,   10,   10, -999
19692,AL142017,LEE,20170925, 0000,, HU, 31.2N,  49.6W,  85,  976,   30,   30,   30,   30,   20,   20,   20,   20,   10,   10,   10,   10, -999
19693,AL142017,LEE,20170925, 0600,, HU, 31.0N,  49.5W,  80,  978,   30,   30,   30,   30,   20,   20,   20,   20,   10,   10,   10,   10, -999
19694,AL142017,LEE,20170925, 1200,, HU, 30.8N,  49.7W,  80,  980,   30,   30,   30,   30,   20,   20,   20,   20,   10,   10,   10,   10, -999
19695,AL142017,LEE,20170925, 1800,, HU, 30.6N,  50.2W,  75,  984,   30,   30,   30,   30,   20,   20,   20,   20,   10,   10,   10,   10, -999
19696,AL142017,LEE,20170926, 0000,, HU, 30.3N,  51.0W,  80,  982,   40,   40,   40,   40,   30,   30,   30,   30,   15,   15,   15,   15, -999
19697,AL142017,LEE,20170926, 0600,, HU, 30.1N,  52.0W,  85,  979,   40,   40,   40,   40,   30,   30,   30,   30,   15,   15,   15,   15, -999
19698,AL142017,LEE,20170926, 1200,, HU, 29.9N,  53.2W,  90,  976,   40,   40,   40,   40,   30,   30,   30,   30,   15,   15,   15,   15, -999
19699,AL142017,LEE,20170926, 1800,, HU, 29.9N,  54.2W,  95,  972,   50,   50,   40,   40,   30,   30,   30,   30,   20,   15,   15,   15, -999
19700,AL142017,LEE,20170927, 0000,, HU, 29.9N,  55.1W,  95,  970,   50,   50,   40,   40,   30,   30,   30,   30,   20,   15,   15,   15, -999
19701,AL142017,LEE,20170927, 0600,, HU, 30.1N,  56.0W,  95,  967,   70,   70,   50,   60,   40,   30,   30,   40,   25,   20,   20,   20, -999
19702,AL142017,LEE,20170927, 1200,, HU, 30.3N,  56.6W, 100,  963,   80,   60,   60,   70,   50,   40,   40,   50,   30,   25,   25,   30, -999
19703,AL142017,LEE,20170927, 1800,, HU, 30.8N,  57.0W, 100,  962,   80,   60,   60,   70,   50,   40,   40,   50,   30,   25,   25,   30, -999
19704,AL142017,LEE,20170928, 0000,, HU, 31.4N,  57.2W,  95,  965,   80,   60,   60,   70,   50,   40,   40,   50,   30,   25,   25,   30, -999
19705,AL142017,LEE,20170928, 0600,, HU, 32.1N,  57.3W,  90,  969,   80,   80,   70,   70,   50,   50,   40,   40,   30,   30,   25,   25, -999
19706,AL142017,LEE,20170928, 1200,, HU, 33.0N,  57.2W,  85,  973,   80,   80,   70,   70,   50,   50,   40,   40,   30,   30,   25,   25, -999
19707,AL142017,LEE,20170928, 1800,, HU, 34.3N,  56.6W,  80,  977,   80,   80,   70,   70,   50,   50,   40,   40,   30,   30,   25,   25, -999
19708,AL142017,LEE,20170929, 0000,, HU, 35.7N,  55.5W,  75,  981,   80,  100,   80,   60,   50,   70,   50,   30,   20,   30,   25,   10, -999
19709,AL142017,LEE,20170929, 0600,, HU, 37.3N,  53.8W,  70,  983,  100,  120,  110,   60,   50,   70,   60,   30,   20,   30,   30,    0, -999
19710,AL142017,LEE,20170929, 1200,, HU, 39.0N,  51.2W,  65,  985,  100,  120,  110,   60,   50,   70,   60,   30,    0,   30,   30,    0, -999
19711,AL142017,LEE,20170929, 1800,, TS, 41.0N,  48.2W,  55,  987,  100,  120,  110,   60,   50,   70,   60,   30,    0,    0,    0,    0, -999
19712,AL142017,LEE,20170930, 0000,, TS, 43.2N,  44.5W,  50,  990,  100,  120,  110,   60,   50,   70,   60,    0,    0,    0,    0,    0, -999
19713,AL152017,MARIA,20170920, 0600,, HU, 17.6N,  65.1W, 140,  913,  130,  110,  100,  110,   80,   70,   60,   80,   50,   45,   35,   40, -999
19714,AL152017,MARIA,20170920, 1015, L, HU, 18.0N,  65.9W, 135,  920,  130,  110,  100,  110,   80,   70,   60,   80,   50,   45,   35,   40,   15
19715,AL152017,MARIA,20170920, 1200,, HU, 18.2N,  66.2W, 115,  935,  130,  110,  100,  110,   80,   70,   60,   80,   50,   45,   35,   40, -999
19716,AL152017,MARIA,20170920, 1800,, HU, 18.6N,  67.0W,  95,  959,  130,  110,  100,  110,   70,   70,   60,   70,   50,   45,   35,   40, -999
19717,AL152017,MARIA,20170924, 0600,, HU, 27.5N,  72.6W,  95,  942,  210,  200,  120,  160,  100,   80,   60,   80,   50,   40,   35,   45, -999
19718,AL152017,MARIA,20170924, 1200,, HU, 28.4N,  72.8W,  95,  947,  210,  200,  120,  160,  100,   80,   60,   80,   50,   40,   35,   45, -999
19719,AL152017,MARIA,20170924, 1800,, HU, 29.1N,  72.9W,  90,  943,  200,  200,  140,  160,  100,  100,   70,   90,   50,   40,   35,   45, -999
19720,AL152017,MARIA,20170925, 0000,, HU, 29.7N,  72.9W,  85,  947,  200,  200,  140,  160,  100,  100,   70,   90,   50,   40,   35,   45, -999
19721,AL152017,MARIA,20170925, 0600,, HU, 30.3N,  72.9W,  75,  954,  200,  200,  160,  170,  100,  100,   90,   90,   60,   60,    0,    0, -999
19722,AL152017,MARIA,20170925, 1200,, HU, 30.8N,  73.0W,  70,  961,  200,  200,  160,  160,  120,  120,   90,   90,   80,   80,    0,    0, -999
19723,AL152017,MARIA,20170925, 1800,, HU, 31.4N,  73.1W,  70,  966,  180,  180,  160,  160,  120,  120,   90,   90,   90,   90,    0,    0, -999
19724,AL152017,MARIA,20170926, 0000,, HU, 32.0N,  73.1W,  70,  966,  180,  180,  160,  160,  120,  120,   90,   90,   90,   90,    0,    0, -999
19725,AL152017,MARIA,20170926, 0600,, HU, 32.6N,  73.1W,  65,  970,  200,  210,  160,  160,  120,  120,   90,   90,   90,   90,    0,    0, -999
19726,AL152017,MARIA,20170926, 1200,, HU, 33.3N,  73.1W,  65,  970,  200,  210,  160,  160,  120,  120,   90,   90,   90,   90,    0,    0, -999
19727,AL152017,MARIA,20170926, 1800,, HU, 33.9N,  73.1W,  65,  975,  200,  200,  160,  160,  120,  120,   80,  100,   90,   90,    0,   90, -999
19728,AL152017,MARIA,20170927, 0000,, HU, 34.4N,  73.0W,  65,  975,  200,  200,  160,  160,  120,  120,   80,  100,   90,   90,    0,   90, -999
19729,AL152017,MARIA,20170927, 0600,, HU, 34.9N,  72.9W,  65,  976,  200,  200,  160,  150,  120,  120,    0,  100,   90,    0,    0,   90, -999
19730,AL152017,MARIA,20170927, 1200,, HU, 35.4N,  72.8W,  65,  977,  200,  200,  160,  150,  120,  120,    0,  100,   90,    0,    0,   90, -999
19731,AL152017,MARIA,20170927, 1800,, HU, 36.0N,  72.6W,  65,  979,  200,  200,  160,  150,  120,  120,    0,  100,   90,    0,    0,   90, -999
19732,AL152017,MARIA,20170928, 0000,, HU, 36.6N,  72.2W,  65,  979,  200,  200,  160,  150,  120,  120,    0,  100,   90,    0,    0,   90, -999
19733,AL152017,MARIA,20170928, 0600,, TS, 36.7N,  71.3W,  60,  982,  180,  210,  160,  150,   90,   90,   70,   80,    0,    0,    0,    0, -999
19734,AL152017,MARIA,20170928, 1200,, TS, 36.8N,  70.0W,  60,  982,  180,  210,  160,  150,   90,   90,   70,   80,    0,    0,    0,    0, -999
19735,AL152017,MARIA,20170928, 1800,, TS, 36.8N,  68.6W,  55,  985,  180,  210,  160,  150,   90,   90,   70,   80,    0,    0,    0,    0, -999
19736,AL152017,MARIA,20170929, 0000,, TS, 36.9N,  66.8W,  55,  985,  180,  200,  160,  150,   90,   90,   70,   80,    0,    0,    0,    0, -999
19737,AL152017,MARIA,20170929, 0600,, TS, 37.0N,  64.6W,  50,  987,  100,  210,  220,  180,    0,   90,  100,    0,    0,    0,    0,    0, -999
19738,AL152017,MARIA,20170929, 1200,, TS, 37.0N,  62.0W,  50,  988,  100,  210,  220,  180,    0,   90,  100,    0,    0,    0,    0,    0, -999
19739,AL152017,MARIA,20170929, 1800,, TS, 37.4N,  59.0W,  50,  988,  100,  220,  220,  180,    0,  100,  100,    0,    0,    0,    0,    0, -999
19740,AL152017,MARIA,20170930, 0000,, TS, 38.1N,  55.6W,  50,  988,  100,  220,  220,  180,    0,  100,  100,    0,    0,    0,    0,    0, -999
19741,AL152017,MARIA,20170930, 0600,, TS, 39.1N,  52.2W,  50,  988,  110,  200,  200,  180,    0,  100,  100,    0,    0,    0,    0,    0, -999
19742,AL152017,MARIA,20170930, 1200,, TS, 40.0N,  48.8W,  50,  988,  110,  200,  200,  180,    0,  100,  100,    0,    0,    0,    0,    0, -999
19743,AL162017,NATE,20171007, 1200,, HU, 25.7N,  87.9W,  80,  986,  110,   90,   50,   40,   60,   50,    0,    0,   30,   30,    0,    0, -999
19744,AL162017,NATE,20171007, 1800,, HU, 27.6N,  88.9W,  80,  981,  110,  100,   50,   80,   60,   60,    0,   30,   35,   35,    0,    0, -999
19745,AL162017,NATE,20171008, 0000, L, HU, 29.1N,  89.2W,  75,  983,  110,  100,   40,   70,   50,   50,    0,   20,   30,   30,    0,    0,   15
19746,AL162017,NATE,20171008, 0520, L, HU, 30.4N,  89.0W,  65,  984,   90,  100,   40,   70,   40,   50,    0,    0,   25,   30,    0,    0,   20
19747,AL162017,NATE,20171008, 0600,, TS, 30.5N,  88.9W,  60,  984,   60,  100,    0,    0,   20,   30,    0,    0,    0,    0,    0,    0, -999
19748,AL162017,NATE,20171008, 1200,, TS, 32.2N,  88.0W,  35,  993,    0,   40,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19749,AL162017,NATE,20171008, 1800,, TD, 34.1N,  87.1W,  25,  996,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19750,AL172017,OPHELIA,20171009, 0600,, TS, 30.9N,  40.0W,  35, 1008,   60,    0,    0,   40,    0,    0,    0,    0,    0,    0,    0,    0, -999
19751,AL172017,OPHELIA,20171009, 1200,, TS, 31.3N,  40.0W,  35, 1008,   60,    0,    0,   40,    0,    0,    0,    0,    0,    0,    0,    0, -999
19752,AL172017,OPHELIA,20171009, 1800,, TS, 31.7N,  39.6W,  40, 1005,   60,   40,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0, -999
19753,AL172017,OPHELIA,20171010, 0000,, TS, 32.0N,  39.1W,  40, 1005,   60,   50,   30,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
19754,AL172017,OPHELIA,20171010, 0600,, TS, 31.9N,  38.8W,  45, 1003,   60,   50,   40,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
19755,AL172017,OPHELIA,20171010, 1200,, TS, 31.6N,  38.5W,  45, 1002,   60,   60,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
19756,AL172017,OPHELIA,20171010, 1800,, TS, 31.3N,  38.2W,  45, 1002,   60,   60,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
19757,AL172017,OPHELIA,20171011, 0000,, TS, 30.9N,  37.8W,  50, 1000,   60,   60,   60,   60,    0,    0,   30,   30,    0,    0,    0,    0, -999
19758,AL172017,OPHELIA,20171011, 0600,, TS, 30.4N,  37.2W,  55,  998,   60,   60,   60,   60,    0,    0,   30,   30,    0,    0,    0,    0, -999
19759,AL172017,OPHELIA,20171011, 1200,, TS, 30.0N,  36.7W,  60,  994,   60,   60,   60,   60,    0,   30,   30,   30,    0,    0,    0,    0, -999
19760,AL172017,OPHELIA,20171011, 1800,, HU, 29.8N,  36.2W,  65,  991,   60,   60,   60,   60,   30,   30,   30,   30,    0,   20,   20,    0, -999
19761,AL172017,OPHELIA,20171012, 0000,, HU, 29.9N,  35.8W,  70,  986,   60,   60,   60,   60,   30,   30,   30,   30,   15,   20,   20,   15, -999
19762,AL172017,OPHELIA,20171012, 0600,, HU, 30.2N,  35.7W,  75,  982,   60,   60,   60,   60,   30,   30,   30,   30,   20,   20,   20,   20, -999
19763,AL172017,OPHELIA,20171012, 1200,, HU, 30.4N,  35.7W,  80,  975,   60,   60,   60,   60,   30,   30,   30,   30,   20,   20,   20,   20, -999
19764,AL172017,OPHELIA,20171012, 1800,, HU, 30.5N,  35.6W,  85,  971,   70,   70,   70,   70,   30,   30,   30,   30,   20,   20,   20,   20, -999
19765,AL172017,OPHELIA,20171013, 0000,, HU, 30.5N,  35.1W,  90,  967,   70,   70,   70,   70,   30,   30,   30,   30,   20,   20,   20,   20, -999
19766,AL172017,OPHELIA,20171013, 0600,, HU, 30.9N,  34.4W,  90,  966,   70,   70,   70,   70,   30,   30,   30,   30,   20,   20,   20,   15, -999
19767,AL172017,OPHELIA,20171013, 1200,, HU, 31.4N,  33.4W,  80,  974,   80,   80,   70,   70,   40,   40,   30,   30,   20,   20,   20,   15, -999
19768,AL172017,OPHELIA,20171013, 1800,, HU, 32.0N,  32.5W,  80,  973,   80,   80,   80,   70,   40,   40,   30,   30,   20,   20,   20,   15, -999
19769,AL172017,OPHELIA,20171014, 0000,, HU, 32.6N,  31.5W,  85,  970,   80,   80,   80,   70,   40,   40,   40,   30,   20,   20,   20,   15, -999
19770,AL172017,OPHELIA,20171014, 0600,, HU, 33.4N,  29.7W,  95,  963,   80,   90,   90,   70,   40,   40,   40,   30,   20,   20,   20,   15, -999
19771,AL172017,OPHELIA,20171014, 1200,, HU, 34.2N,  27.7W, 100,  959,   90,  100,  100,   80,   50,   50,   50,   30,   20,   30,   30,   15, -999
19772,AL172017,OPHELIA,20171014, 1800,, HU, 35.3N,  25.2W, 100,  959,   90,  110,  110,   90,   50,   60,   60,   30,   30,   40,   40,   15, -999
19773,AL172017,OPHELIA,20171015, 0000,, HU, 36.4N,  22.6W,  95,  959,  100,  130,  130,  100,   60,   70,   70,   40,   30,   40,   40,   20, -999
19774,AL172017,OPHELIA,20171015, 0600,, HU, 37.9N,  19.8W,  90,  959,  110,  150,  150,  110,   60,   80,   80,   50,   30,   40,   40,   20, -999
19775,AL172017,OPHELIA,20171015, 1200,, HU, 39.9N,  17.0W,  85,  959,  120,  180,  180,  140,   60,   90,   90,   50,   30,   50,   50,   30, -999
19776,AL172017,OPHELIA,20171015, 1800,, HU, 43.1N,  14.3W,  80,  959,  130,  220,  220,  180,   60,  100,  100,   60,   30,   50,   50,   30, -999
19777,AL192017,RINA,20171105, 1800,, TD, 29.2N,  51.7W,  30, 1012,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19778,AL192017,RINA,20171106, 0000,, TD, 29.1N,  51.2W,  30, 1011,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19779,AL192017,RINA,20171106, 0600,, TD, 29.0N,  50.7W,  30, 1010,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19780,AL192017,RINA,20171106, 1200,, TD, 29.1N,  50.4W,  30, 1010,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19781,AL192017,RINA,20171106, 1800,, TD, 29.4N,  50.2W,  30, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19782,AL192017,RINA,20171107, 0000,, TS, 30.0N,  50.0W,  35, 1008,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19783,AL192017,RINA,20171107, 0600,, TS, 30.8N,  49.9W,  40, 1006,   80,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19784,AL192017,RINA,20171107, 1200,, TS, 31.8N,  49.5W,  40, 1004,   90,   90,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19785,AL192017,RINA,20171107, 1800,, TS, 33.0N,  49.1W,  40, 1002,  110,  110,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19786,AL192017,RINA,20171108, 0000,, TS, 34.6N,  48.7W,  45,  999,  130,  130,    0,   70,    0,    0,    0,    0,    0,    0,    0,    0, -999
19787,AL192017,RINA,20171108, 0600,, TS, 36.4N,  48.7W,  50,  996,  140,  140,    0,   80,   70,   70,    0,    0,    0,    0,    0,    0, -999
19788,AL192017,RINA,20171108, 1200,, TS, 38.3N,  48.8W,  45,  994,  160,  160,    0,   90,    0,    0,    0,    0,    0,    0,    0,    0, -999
19789,AL192017,RINA,20171108, 1800,, TS, 40.1N,  49.0W,  45,  992,  180,  180,    0,  100,    0,    0,    0,    0,    0,    0,    0,    0, -999
19790,AL192017,RINA,20171109, 0000,, TS, 41.8N,  48.8W,  45,  991,  180,  200,    0,  100,    0,    0,    0,    0,    0,    0,    0,    0, -999
19791,AL012018,ALBERTO,20180528, 0000,, TS, 28.2N,  85.8W,  55,  991,  100,   70,   40,   80,   40,   40,    0,    0,    0,    0,    0,    0, -999
19792,AL012018,ALBERTO,20180528, 0600,, TS, 28.6N,  86.0W,  55,  990,   90,   70,   50,   90,   40,   40,    0,    0,    0,    0,    0,    0, -999
19793,AL012018,ALBERTO,20180528, 1200,, TS, 29.1N,  85.9W,  50,  991,   90,   70,   50,   80,   40,   40,    0,    0,    0,    0,    0,    0, -999
19794,AL012018,ALBERTO,20180528, 1800,, TS, 29.8N,  85.9W,  45,  991,   80,   60,   40,   70,    0,    0,    0,    0,    0,    0,    0,    0, -999
19795,AL012018,ALBERTO,20180528, 2100, L, TS, 30.3N,  86.0W,  40,  992,   80,   60,   40,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
19796,AL012018,ALBERTO,20180529, 0000,, TD, 30.9N,  86.1W,  30,  993,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19797,AL012018,ALBERTO,20180529, 0600,, TD, 31.9N,  86.6W,  30,  994,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19798,AL012018,ALBERTO,20180529, 1200,, TD, 33.0N,  87.0W,  30,  996,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19799,AL012018,ALBERTO,20180529, 1800,, TD, 34.2N,  87.3W,  30,  997,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19800,AL012018,ALBERTO,20180530, 0000,, TD, 35.4N,  87.6W,  30,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19801,AL012018,ALBERTO,20180530, 0600,, TD, 36.7N,  87.9W,  30,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19802,AL012018,ALBERTO,20180530, 1200,, TD, 38.2N,  87.7W,  30,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19803,AL012018,ALBERTO,20180530, 1800,, TD, 39.9N,  87.0W,  30,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19804,AL012018,ALBERTO,20180531, 0000,, TD, 41.5N,  86.0W,  30,  997,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19805,AL032018,CHRIS,20180706, 1200,, TD, 31.5N,  73.1W,  25, 1016,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19806,AL032018,CHRIS,20180706, 1800,, TD, 31.8N,  73.6W,  25, 1016,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19807,AL032018,CHRIS,20180707, 0000,, TD, 32.2N,  74.2W,  25, 1015,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19808,AL032018,CHRIS,20180707, 0600,, TD, 32.6N,  74.6W,  25, 1015,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19809,AL032018,CHRIS,20180707, 1200,, TD, 32.7N,  74.9W,  25, 1015,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19810,AL032018,CHRIS,20180707, 1800,, TD, 32.8N,  75.2W,  30, 1014,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19811,AL032018,CHRIS,20180708, 0000,, TD, 32.9N,  75.3W,  30, 1012,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19812,AL032018,CHRIS,20180708, 0600,, TS, 33.1N,  75.4W,  35, 1010,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19813,AL032018,CHRIS,20180708, 1200,, TS, 33.1N,  75.0W,  35, 1008,   50,   50,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19814,AL032018,CHRIS,20180708, 1800,, TS, 32.8N,  74.8W,  40, 1007,   50,   50,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0, -999
19815,AL032018,CHRIS,20180709, 0000,, TS, 32.6N,  74.6W,  45, 1005,   50,   60,   30,   40,    0,    0,    0,    0,    0,    0,    0,    0, -999
19816,AL032018,CHRIS,20180709, 0600,, TS, 32.4N,  74.5W,  45, 1001,   60,   60,   40,   50,    0,    0,    0,    0,    0,    0,    0,    0, -999
19817,AL032018,CHRIS,20180709, 1200,, TS, 32.2N,  74.6W,  50,  999,   60,   60,   50,   60,   30,   20,   20,   30,    0,    0,    0,    0, -999
19818,AL032018,CHRIS,20180709, 1800,, TS, 32.1N,  74.4W,  55,  996,   60,   60,   60,   60,   30,   30,   30,   30,    0,    0,    0,    0, -999
19819,AL032018,CHRIS,20180710, 0000,, TS, 32.2N,  74.3W,  60,  994,   60,   60,   60,   60,   30,   30,   30,   30,    0,    0,    0,    0, -999
19820,AL032018,CHRIS,20180710, 0600,, TS, 32.4N,  74.1W,  60,  992,   60,   60,   60,   60,   30,   30,   30,   30,    0,    0,    0,    0, -999
19821,AL032018,CHRIS,20180710, 1200,, HU, 32.9N,  73.5W,  65,  990,   60,   60,   60,   60,   30,   30,   30,   30,   15,    0,    0,    0, -999
19822,AL032018,CHRIS,20180710, 1800,, HU, 33.4N,  72.8W,  75,  983,   80,   80,   60,   60,   50,   50,   30,   30,   15,   15,    0,    0, -999
19823,AL032018,CHRIS,20180711, 0000,, HU, 33.9N,  71.9W,  90,  969,   80,   80,   60,   60,   50,   50,   30,   30,   20,   20,   15,   15, -999
19824,AL032018,CHRIS,20180711, 0600,, HU, 34.6N,  70.7W,  90,  969,   80,   80,   60,   60,   50,   50,   30,   30,   20,   20,   15,   15, -999
19825,AL032018,CHRIS,20180711, 1200,, HU, 35.6N,  69.1W,  85,  973,  100,  110,   80,   70,   50,   60,   30,   30,   20,   25,   20,   15, -999
19826,AL032018,CHRIS,20180711, 1800,, HU, 37.0N,  66.8W,  80,  976,  120,  140,  110,   80,   60,   70,   50,   30,   25,   30,   30,    0, -999
19827,AL032018,CHRIS,20180712, 0000,, HU, 38.5N,  64.3W,  75,  980,  130,  150,  130,   90,   60,   70,   50,   50,   35,   35,   30,    0, -999
19828,AL032018,CHRIS,20180712, 0600,, HU, 40.9N,  61.7W,  65,  985,  150,  150,  130,   90,   60,   70,   50,   50,   35,   35,   30,    0, -999
19829,AL032018,CHRIS,20180712, 1200,, TS, 43.3N,  59.2W,  60,  987,  180,  180,  150,   90,   60,   70,   50,   50,    0,    0,    0,    0, -999
19830,AL042018,DEBBY,20180808, 0000,, TS, 39.7N,  49.2W,  35, 1006,   70,   70,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19831,AL042018,DEBBY,20180808, 0600,, TS, 40.4N,  49.0W,  40, 1003,   40,   40,   30,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19832,AL042018,DEBBY,20180808, 1200,, TS, 41.0N,  48.6W,  40, 1003,   40,   40,   30,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
19833,AL042018,DEBBY,20180808, 1800,, TS, 41.6N,  48.1W,  40, 1000,   40,   50,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
