disasterNumber,declarationTitle,state,Date,fipsStateCode,fipsCountyCode,year,county,validReg_own,DamageBetween1and1000,DamageBetween10001and2000,DamageBetween20001and3000,DamageGreaterThan3000,validReg_rent,ModerateDamage_rent,MajorDamage_rent,SubstDamage_rent,fipsCode,LATITUDE_county,LONGITUDE_county
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,37,2018,Franklin (County),1245.0,541.0,40.0,10.0,12.0,454.0,58.0,2.0,0.0,12037,29.785968,-84.813247
4828,HURRICANE HELENE,FL,2024-09-23 00:00:00+00:00,12,37,2024,Franklin (County),221.0,23.0,5.0,0.0,1.0,146.0,1.0,0.0,0.0,12037,29.785968,-84.813247
1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,37,2005,Franklin (County),602.0,281.0,18.0,4.0,8.0,236.0,0.0,0.0,0.0,12037,29.785968,-84.813247
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,37,2004,Franklin (County),83.0,64.0,5.0,2.0,1.0,10.0,0.0,0.0,0.0,12037,29.785968,-84.813247
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,39,2018,Gadsden (County),4999.0,2323.0,30.0,2.0,22.0,1913.0,202.0,41.0,0.0,12039,30.593632,-84.571737
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,39,2004,Gadsden (County),106.0,70.0,6.0,1.0,0.0,26.0,0.0,0.0,0.0,12039,30.593632,-84.571737
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,45,2018,Gulf (County),4067.0,1647.0,243.0,153.0,181.0,1227.0,310.0,74.0,0.0,12045,29.955584,-85.259724
4828,HURRICANE HELENE,FL,2024-09-23 00:00:00+00:00,12,45,2024,Gulf (County),29.0,2.0,1.0,0.0,1.0,28.0,1.0,0.0,0.0,12045,29.955584,-85.259724
1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,45,2005,Gulf (County),186.0,116.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,12045,29.955584,-85.259724
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,45,2004,Gulf (County),174.0,101.0,9.0,1.0,2.0,67.0,0.0,0.0,0.0,12045,29.955584,-85.259724
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,59,2018,Holmes (County),961.0,414.0,8.0,1.0,0.0,298.0,22.0,4.0,0.0,12059,30.847037,-85.754664
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,59,2004,Holmes (County),648.0,419.0,14.0,5.0,14.0,93.0,0.0,0.0,0.0,12059,30.847037,-85.754664
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,63,2018,Jackson (County),8484.0,4567.0,223.0,36.0,94.0,2822.0,745.0,127.0,0.0,12063,30.797248,-85.218988
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,63,2004,Jackson (County),442.0,273.0,21.0,3.0,13.0,115.0,0.0,0.0,0.0,12063,30.797248,-85.218988
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,73,2018,Leon (County),2851.0,711.0,6.0,1.0,3.0,4142.0,94.0,22.0,0.0,12073,30.466102,-84.269682
4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,73,2016,Leon (County),866.0,314.0,8.0,1.0,1.0,544.0,40.0,7.0,0.0,12073,30.466102,-84.269682
4828,HURRICANE HELENE,FL,2024-09-23 00:00:00+00:00,12,73,2024,Leon (County),1430.0,154.0,36.0,5.0,2.0,3295.0,149.0,0.0,0.0,12073,30.466102,-84.269682
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,73,2004,Leon (County),174.0,100.0,7.0,1.0,0.0,60.0,0.0,0.0,0.0,12073,30.466102,-84.269682
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,77,2018,Liberty (County),1149.0,597.0,16.0,4.0,7.0,237.0,42.0,12.0,0.0,12077,30.399108,-84.907135
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,77,2004,Liberty (County),69.0,47.0,5.0,0.0,1.0,11.0,0.0,0.0,0.0,12077,30.399108,-84.907135
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,123,2018,Taylor (County),119.0,66.0,3.0,2.0,0.0,62.0,3.0,0.0,0.0,12123,30.056859,-83.590349
4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,123,2016,Taylor (County),272.0,131.0,29.0,4.0,1.0,31.0,3.0,9.0,0.0,12123,30.056859,-83.590349
4828,HURRICANE HELENE,FL,2024-09-23 00:00:00+00:00,12,123,2024,Taylor (County),3470.0,856.0,195.0,80.0,237.0,1430.0,167.0,14.0,0.0,12123,30.056859,-83.590349
1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,123,2005,Taylor (County),97.0,51.0,4.0,1.0,0.0,24.0,0.0,0.0,0.0,12123,30.056859,-83.590349
1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,123,2004,Taylor (County),138.0,102.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,12123,30.056859,-83.590349
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,123,2004,Taylor (County),61.0,32.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,12123,30.056859,-83.590349
4734,HURRICANE IDALIA,FL,2023-08-27 00:00:00+00:00,12,123,2023,Taylor (County),4425.0,2064.0,119.0,23.0,13.0,1601.0,299.0,9.0,0.0,12123,30.056859,-83.590349
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,129,2018,Wakulla (County),989.0,352.0,46.0,32.0,2.0,332.0,56.0,8.0,0.0,12129,30.187394,-84.332906
4280,HURRICANE HERMINE,FL,2016-08-31 00:00:00+00:00,12,129,2016,Wakulla (County),117.0,45.0,2.0,0.0,0.0,31.0,4.0,0.0,0.0,12129,30.187394,-84.332906
4828,HURRICANE HELENE,FL,2024-09-23 00:00:00+00:00,12,129,2024,Wakulla (County),826.0,83.0,16.0,2.0,1.0,487.0,18.0,1.0,0.0,12129,30.187394,-84.332906
1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,129,2005,Wakulla (County),570.0,250.0,67.0,10.0,5.0,171.0,0.0,0.0,0.0,12129,30.187394,-84.332906
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,129,2004,Wakulla (County),39.0,21.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,12129,30.187394,-84.332906
4399,HURRICANE MICHAEL,FL,2018-10-07 00:00:00+00:00,12,133,2018,Washington (County),2460.0,1212.0,24.0,5.0,20.0,696.0,89.0,10.0,0.0,12133,30.649403,-85.62387
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,133,2004,Washington (County),335.0,227.0,8.0,3.0,3.0,40.0,0.0,0.0,0.0,12133,30.649403,-85.62387
4394,HURRICANE FLORENCE,SC,2018-09-08 00:00:00+00:00,45,25,2018,Chesterfield (County),1172.0,764.0,7.0,3.0,0.0,188.0,18.0,0.0,0.0,45025,34.681114,-80.149834
4286,HURRICANE MATTHEW,SC,2016-10-04 00:00:00+00:00,45,25,2016,Chesterfield (County),232.0,108.0,1.0,0.0,0.0,31.0,1.0,0.0,0.0,45025,34.681114,-80.149834
1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,25,2004,Chesterfield (County),46.0,31.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,45025,34.681114,-80.149834
4394,HURRICANE FLORENCE,SC,2018-09-08 00:00:00+00:00,45,31,2018,Darlington (County),567.0,371.0,5.0,5.0,0.0,91.0,16.0,1.0,0.0,45031,34.326094,-79.985464
4286,HURRICANE MATTHEW,SC,2016-10-04 00:00:00+00:00,45,31,2016,Darlington (County),1400.0,799.0,5.0,1.0,1.0,362.0,25.0,1.0,0.0,45031,34.326094,-79.985464
1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,31,2004,Darlington (County),577.0,402.0,0.0,0.0,3.0,184.0,0.0,0.0,0.0,45031,34.326094,-79.985464
4394,HURRICANE FLORENCE,SC,2018-09-08 00:00:00+00:00,45,33,2018,Dillon (County),1607.0,1151.0,29.0,13.0,12.0,729.0,161.0,4.0,0.0,45033,34.39479,-79.361598
4286,HURRICANE MATTHEW,SC,2016-10-04 00:00:00+00:00,45,33,2016,Dillon (County),1818.0,1125.0,36.0,11.0,6.0,755.0,133.0,6.0,0.0,45033,34.39479,-79.361598
1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,33,2004,Dillon (County),481.0,372.0,2.0,0.0,0.0,188.0,0.0,0.0,0.0,45033,34.39479,-79.361598
4394,HURRICANE FLORENCE,SC,2018-09-08 00:00:00+00:00,45,41,2018,Florence (County),347.0,238.0,1.0,0.0,0.0,113.0,7.0,0.0,0.0,45041,34.106046,-79.764677
4286,HURRICANE MATTHEW,SC,2016-10-04 00:00:00+00:00,45,41,2016,Florence (County),3827.0,2194.0,56.0,11.0,4.0,1484.0,173.0,17.0,0.0,45041,34.106046,-79.764677
1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,41,2004,Florence (County),619.0,367.0,4.0,0.0,0.0,278.0,0.0,0.0,0.0,45041,34.106046,-79.764677
4394,HURRICANE FLORENCE,SC,2018-09-08 00:00:00+00:00,45,67,2018,Marion (County),1568.0,943.0,105.0,76.0,27.0,509.0,98.0,11.0,0.0,45067,34.166085,-79.340476
4286,HURRICANE MATTHEW,SC,2016-10-04 00:00:00+00:00,45,67,2016,Marion (County),2996.0,1634.0,188.0,127.0,55.0,1089.0,232.0,27.0,0.0,45067,34.166085,-79.340476
1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,67,2004,Marion (County),152.0,116.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,45067,34.166085,-79.340476
4394,HURRICANE FLORENCE,SC,2018-09-08 00:00:00+00:00,45,69,2018,Marlboro (County),1366.0,918.0,30.0,5.0,1.0,335.0,52.0,2.0,0.0,45069,34.637958,-79.671661
4286,HURRICANE MATTHEW,SC,2016-10-04 00:00:00+00:00,45,69,2016,Marlboro (County),409.0,240.0,5.0,0.0,0.0,103.0,18.0,1.0,0.0,45069,34.637958,-79.671661
1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,69,2004,Marlboro (County),72.0,55.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,45069,34.637958,-79.671661
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,63,2018,Durham (County),170.0,74.0,4.0,0.0,0.0,104.0,20.0,0.0,0.0,37063,35.986154,-78.901717
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,63,2003,Durham (County),94.0,42.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,37063,35.986154,-78.901717
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,7,2018,Anson (County),303.0,195.0,1.0,0.0,0.0,89.0,5.0,0.0,0.0,37007,34.974145,-80.110797
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,7,2016,Anson (County),74.0,52.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,37007,34.974145,-80.110797
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,13,2018,Beaufort (County),981.0,577.0,37.0,4.0,0.0,487.0,75.0,0.0,0.0,37013,35.521622,-76.961773
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,13,2016,Beaufort (County),407.0,267.0,5.0,1.0,1.0,279.0,66.0,2.0,0.0,37013,35.521622,-76.961773
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,13,2011,Beaufort (County),2830.0,1735.0,161.0,80.0,59.0,772.0,0.0,0.0,0.0,37013,35.521622,-76.961773
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,13,2003,Beaufort (County),1103.0,787.0,24.0,4.0,0.0,383.0,0.0,0.0,0.0,37013,35.521622,-76.961773
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,17,2018,Bladen (County),2272.0,1511.0,74.0,25.0,16.0,803.0,130.0,14.0,0.0,37017,34.60917,-78.643311
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,17,2016,Bladen (County),2173.0,1427.0,25.0,25.0,9.0,762.0,55.0,5.0,0.0,37017,34.60917,-78.643311
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,17,2011,Bladen (County),70.0,54.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,37017,34.60917,-78.643311
1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,17,2004,Bladen (County),1030.0,795.0,7.0,1.0,1.0,866.0,0.0,0.0,0.0,37017,34.60917,-78.643311
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,17,2003,Bladen (County),1443.0,1147.0,12.0,0.0,0.0,758.0,0.0,0.0,0.0,37017,34.60917,-78.643311
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,19,2018,Brunswick (County),7228.0,3431.0,123.0,73.0,57.0,2818.0,320.0,24.0,0.0,37019,34.041766,-78.216619
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,19,2016,Brunswick (County),627.0,389.0,4.0,0.0,2.0,145.0,13.0,0.0,0.0,37019,34.041766,-78.216619
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,19,2011,Brunswick (County),168.0,125.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,37019,34.041766,-78.216619
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,19,2003,Brunswick (County),308.0,256.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,37019,34.041766,-78.216619
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,31,2018,Carteret (County),6387.0,3370.0,236.0,84.0,43.0,2494.0,581.0,54.0,0.0,37031,34.744126,-76.818665
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,31,2016,Carteret (County),40.0,24.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,37031,34.744126,-76.818665
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,31,2011,Carteret (County),1082.0,700.0,41.0,7.0,3.0,166.0,0.0,0.0,0.0,37031,34.744126,-76.818665
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,31,2003,Carteret (County),1228.0,692.0,193.0,108.0,17.0,214.0,0.0,0.0,0.0,37031,34.744126,-76.818665
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,37,2018,Chatham (County),83.0,45.0,0.0,1.0,1.0,15.0,1.0,1.0,0.0,37037,35.756012,-79.208387
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,37,2016,Chatham (County),14.0,6.0,0.0,0.0,0.0,15.0,1.0,6.0,0.0,37037,35.756012,-79.208387
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,47,2018,Columbus (County),3616.0,2332.0,144.0,63.0,18.0,1789.0,372.0,9.0,0.0,37047,34.280555,-78.706901
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,47,2016,Columbus (County),3521.0,2148.0,101.0,35.0,9.0,1610.0,321.0,8.0,0.0,37047,34.280555,-78.706901
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,47,2011,Columbus (County),571.0,391.0,0.0,0.0,1.0,280.0,0.0,0.0,0.0,37047,34.280555,-78.706901
1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,47,2004,Columbus (County),1491.0,1159.0,11.0,1.0,4.0,1350.0,0.0,0.0,0.0,37047,34.280555,-78.706901
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,47,2003,Columbus (County),1857.0,1423.0,14.0,0.0,0.0,1204.0,0.0,0.0,0.0,37047,34.280555,-78.706901
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,49,2018,Craven (County),6837.0,3101.0,734.0,413.0,121.0,3890.0,1139.0,74.0,0.0,37049,35.069158,-77.04141
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,49,2016,Craven (County),453.0,246.0,14.0,7.0,0.0,161.0,11.0,0.0,0.0,37049,35.069158,-77.04141
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,49,2011,Craven (County),2354.0,1486.0,61.0,19.0,9.0,700.0,0.0,0.0,0.0,37049,35.069158,-77.04141
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,49,2003,Craven (County),523.0,360.0,21.0,5.0,1.0,104.0,0.0,0.0,0.0,37049,35.069158,-77.04141
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,51,2018,Cumberland (County),5234.0,2458.0,40.0,20.0,28.0,5755.0,478.0,43.0,0.0,37051,35.054571,-78.937283
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,51,2016,Cumberland (County),7592.0,3552.0,209.0,91.0,56.0,6968.0,978.0,70.0,0.0,37051,35.054571,-78.937283
1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,51,2004,Cumberland (County),149.0,107.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,37051,35.054571,-78.937283
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,51,2003,Cumberland (County),387.0,253.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,37051,35.054571,-78.937283
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,61,2018,Duplin (County),2950.0,1587.0,117.0,225.0,265.0,1209.0,280.0,73.0,0.0,37061,34.92845,-77.940295
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,61,2016,Duplin (County),973.0,695.0,21.0,9.0,4.0,343.0,69.0,4.0,0.0,37061,34.92845,-77.940295
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,61,2011,Duplin (County),604.0,463.0,3.0,0.0,0.0,145.0,0.0,0.0,0.0,37061,34.92845,-77.940295
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,61,2003,Duplin (County),334.0,246.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,37061,34.92845,-77.940295
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,79,2018,Greene (County),173.0,111.0,0.0,0.0,0.0,70.0,6.0,0.0,0.0,37079,35.466704,-77.665166
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,79,2016,Greene (County),392.0,231.0,22.0,8.0,0.0,185.0,25.0,1.0,0.0,37079,35.466704,-77.665166
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,79,2011,Greene (County),495.0,321.0,4.0,0.0,3.0,146.0,0.0,0.0,0.0,37079,35.466704,-77.665166
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,79,2003,Greene (County),186.0,134.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,37079,35.466704,-77.665166
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,81,2018,Guilford (County),240.0,100.0,3.0,0.0,0.0,180.0,27.0,1.0,0.0,37081,36.066734,-79.847354
1553,HURRICANE IVAN,NC,2004-09-16 00:00:00+00:00,37,81,2004,Guilford (County),33.0,17.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,37081,36.066734,-79.847354
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,85,2018,Harnett (County),1402.0,745.0,7.0,6.0,11.0,584.0,43.0,8.0,0.0,37085,35.354081,-78.867419
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,85,2016,Harnett (County),1205.0,577.0,28.0,8.0,4.0,578.0,51.0,2.0,0.0,37085,35.354081,-78.867419
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,85,2003,Harnett (County),74.0,54.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,37085,35.354081,-78.867419
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,93,2018,Hoke (County),1134.0,618.0,3.0,1.0,1.0,355.0,28.0,0.0,0.0,37093,34.992582,-79.170107
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,93,2016,Hoke (County),1372.0,705.0,9.0,5.0,1.0,546.0,30.0,2.0,0.0,37093,34.992582,-79.170107
1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,93,2004,Hoke (County),67.0,45.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,37093,34.992582,-79.170107
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,95,2018,Hyde (County),148.0,103.0,6.0,0.0,0.0,27.0,10.0,0.0,0.0,37095,35.430458,-76.205134
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,95,2016,Hyde (County),136.0,81.0,0.0,0.0,0.0,55.0,7.0,0.0,0.0,37095,35.430458,-76.205134
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,95,2011,Hyde (County),624.0,380.0,22.0,3.0,1.0,176.0,0.0,0.0,0.0,37095,35.430458,-76.205134
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,95,2003,Hyde (County),939.0,595.0,82.0,39.0,5.0,267.0,0.0,0.0,0.0,37095,35.430458,-76.205134
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,101,2018,Johnston (County),401.0,218.0,0.0,0.0,0.0,159.0,11.0,0.0,0.0,37101,35.570579,-78.419098
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,101,2016,Johnston (County),1120.0,433.0,42.0,23.0,13.0,707.0,100.0,6.0,0.0,37101,35.570579,-78.419098
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,101,2011,Johnston (County),47.0,20.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,37101,35.570579,-78.419098
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,101,2003,Johnston (County),81.0,53.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,37101,35.570579,-78.419098
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,103,2018,Jones (County),1295.0,675.0,109.0,70.0,93.0,376.0,116.0,17.0,0.0,37103,35.030718,-77.354076
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,103,2016,Jones (County),194.0,131.0,9.0,3.0,1.0,29.0,5.0,0.0,0.0,37103,35.030718,-77.354076
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,103,2011,Jones (County),365.0,273.0,3.0,1.0,0.0,48.0,0.0,0.0,0.0,37103,35.030718,-77.354076
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,103,2003,Jones (County),116.0,89.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,37103,35.030718,-77.354076
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,105,2018,Lee (County),263.0,145.0,3.0,1.0,2.0,92.0,11.0,2.0,0.0,37105,35.453843,-79.173582
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,105,2016,Lee (County),162.0,86.0,3.0,0.0,1.0,57.0,3.0,1.0,0.0,37105,35.453843,-79.173582
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,107,2018,Lenoir (County),1023.0,642.0,20.0,12.0,3.0,713.0,82.0,1.0,0.0,37107,35.260621,-77.633969
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,107,2016,Lenoir (County),1762.0,915.0,84.0,25.0,6.0,1494.0,349.0,9.0,0.0,37107,35.260621,-77.633969
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,107,2011,Lenoir (County),1189.0,749.0,7.0,2.0,8.0,478.0,0.0,0.0,0.0,37107,35.260621,-77.633969
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,107,2003,Lenoir (County),241.0,170.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,37107,35.260621,-77.633969
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,125,2018,Moore (County),640.0,337.0,22.0,13.0,3.0,180.0,28.0,5.0,0.0,37125,35.23777,-79.439212
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,125,2016,Moore (County),289.0,122.0,9.0,3.0,3.0,98.0,13.0,2.0,0.0,37125,35.23777,-79.439212
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,129,2018,New Hanover (County),10835.0,4549.0,225.0,46.0,19.0,10016.0,1343.0,57.0,0.0,37129,34.210212,-77.878389
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,129,2011,New Hanover (County),253.0,160.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,37129,34.210212,-77.878389
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,129,2003,New Hanover (County),517.0,344.0,0.0,0.0,0.0,2162.0,0.0,0.0,0.0,37129,34.210212,-77.878389
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,133,2018,Onslow (County),11360.0,4919.0,239.0,64.0,37.0,8437.0,1284.0,127.0,0.0,37133,34.734255,-77.405266
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,133,2016,Onslow (County),346.0,199.0,3.0,0.0,1.0,89.0,2.0,0.0,0.0,37133,34.734255,-77.405266
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,133,2011,Onslow (County),1091.0,636.0,6.0,0.0,1.0,293.0,0.0,0.0,0.0,37133,34.734255,-77.405266
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,133,2003,Onslow (County),267.0,193.0,4.0,0.0,0.0,61.0,0.0,0.0,0.0,37133,34.734255,-77.405266
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,135,2018,Orange (County),70.0,33.0,4.0,0.0,0.0,78.0,38.0,3.0,0.0,37135,35.980115,-79.082329
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,137,2018,Pamlico (County),1181.0,728.0,114.0,25.0,7.0,253.0,86.0,1.0,0.0,37137,35.102112,-76.782234
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,137,2011,Pamlico (County),1731.0,915.0,243.0,141.0,28.0,370.0,0.0,0.0,0.0,37137,35.102112,-76.782234
1490,HURRICANE ISABEL,NC,2003-09-18 00:00:00+00:00,37,137,2003,Pamlico (County),1022.0,663.0,114.0,25.0,2.0,167.0,0.0,0.0,0.0,37137,35.102112,-76.782234
4393,HURRICANE FLORENCE,NC,2018-09-07 00:00:00+00:00,37,141,2018,Pender (County),5851.0,2889.0,181.0,260.0,395.0,1908.0,443.0,122.0,0.0,37141,34.453784,-77.806662
4285,HURRICANE MATTHEW,NC,2016-10-04 00:00:00+00:00,37,141,2016,Pender (County),743.0,458.0,28.0,31.0,18.0,204.0,39.0,9.0,0.0,37141,34.453784,-77.806662
4019,HURRICANE IRENE,NC,2011-08-25 00:00:00+00:00,37,141,2011,Pender (County),291.0,217.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,37141,34.453784,-77.806662
